date,Numeric score,Colour,Size,Line,author,title,Numeric score std err,Numeric score min,Numeric score max,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,description,cb,url,date_popup,unrelated
2018-07-23,0.435,#21908CFF,9,,Ben Broadbent,The history and future of QE,0.106,0.25,0.5,Hold,0.7,0.082,1,Our task remains to hit the inflation target and we will always seek to ensure that the combined effects of the APF and of more conventional changes in Bank Rate are set to that end.,0.2,"The speech discusses the historical impacts and future considerations of QE without indicating an immediate change in monetary policy, suggesting a neutral stance with a likelihood to maintain current rates.","Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the Society of Professional Economists, London, 23 July 2018.",BoE,https://www.bis.org/review/r180724c.htm,2018-07-23,No
2017-11-15,0.695,#21908CFF,9,,Ben Broadbent,Brexit and interest rates,0.09,0.5,0.8,Raise,0.75,0.041,0.7,That's why I think it was the right thing to remove a degree of monetary accommodation.,0.8,"Broadbent emphasizes a concern for above-target inflation and diminishing spare capacity. He suggests that the recent rate increase was appropriate, indicating a tendency toward further tightening if conditions persist.","Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the London School of Economics, London, 15 November 2017.",BoE,https://www.bis.org/review/r171117e.htm,2017-11-15,No
2017-03-23,0.435,#21908CFF,9,,Ben Broadbent,Brexit and the pound,0.106,0.25,0.5,Hold,0.66,0.052,1,"In its latest forecasts the MPC expects this caution to persist. That's why, in the central projection in the February Inflation Report, growth slows slightly this year, from 2.0% at the end of last year to 1.7% by 2017Q4.",0.2,"The speech focuses on the implications of Brexit on the exchange rate and economic responses without a strong indication towards tightening or loosening the monetary policy, leading to a neutral stance. The discussion on exchange rate effects and capacity constraints implies a 'Hold' position on rates until more clarity on Brexit outcomes emerges.","Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the Imperial College, London, 23 March 2017.",BoE,https://www.bis.org/review/r170331a.htm,2017-03-23,No
2016-10-05,0.265,#21908CFF,9,,Ben Broadbent,Uncertain times,0.034,0.2,0.3,Hold,0.61,0.032,1,The key judgement for the MPC was that this uncertainty would itself weigh on demand and investment spending in particular.,0.2,"The speech acknowledges uncertainty and highlights the cushioning effect of the exchange rate depreciation on economic activity. While noting that some aspects like investment might be affected, it doesn't suggest immediate further easing, hence a 'Hold' prediction.","Speech by Mr Ben Broadbent, Deputy Governor for Monetary Policy of the Bank of England, at the Wall Street Journal, London, 5 October 2016.",BoE,https://www.bis.org/review/r161020e.htm,2016-10-05,No
2023-11-28,0.68,#1F9F88FF,9,,Jonathan Haskel,UK inflation since the pandemic: How did we get here and where are we going? − speech by Jonathan Haskel,0.035,0.6,0.7,Raise,0.71,0.07,1,"Regarding the future conduct of monetary policy, if the outlook for economic activity and prices that I have outlined today is realized, the Bank will accordingly continue to raise the policy interest rate and adjust the degree of monetary accommodation.",0.7,The speech emphasizes the shift from cost-push inflation to domestic wage-driven inflation and highlights the Bank of Japan's plan to continue raising policy interest rates if economic projections are met. This indicates a somewhat hawkish stance as the focus is on adjusting monetary policy in response to improving economic conditions.,,BoE,https://www.bankofengland.co.uk/speech/2023/november/jonathan-haskel-speech-at-warwick-university,2023-11-28,No
2023-11-03,0.75,#1F9F88FF,9,,Jonathan Haskel,Implications of current wage inflation − speech by Jonathan Haskel,0.082,0.7,0.9,Raise,0.825,0.035,1,"If this outlook is realized, I think it will be necessary for the Bank to raise the short-term policy interest rate to a level that is neutral to economic activity and prices.",0.3,"The speech emphasizes the necessity to raise interest rates to address potential upside risks to inflation and to achieve the price stability target sustainably. The speaker suggests a gradual approach to raising the rate, indicating a likelihood of voting to raise rates at the next meeting.","  Jonathan talks about recent UK wage growth, and why it might be as high as it appears to be. He considers some measurement issues, and then constructs a simple economic model of wages. Finally, he considers some economic explanations for an increase in the equilibrium rate of unemployment, which may be contributing to current high wage growth. ",BoE,https://www.bankofengland.co.uk/speech/2023/november/jonathan-haskel-panellist-at-the-boe-watchers-conference-labour-market-dynamics,2023-11-03,No
2023-05-25,0.775,#1F9F88FF,9,,Jonathan Haskel,"What’s driving inflation: wages, profits, or energy prices? − speech by Jonathan Haskel",0.101,0.6,1,Raise,0.81,0.061,1,Further increases in Bank rate cannot be ruled out.,0.7,"The speaker acknowledges current inflation concerns, emphasizes the tight labor market, the risks of inflation momentum, and indicates that further rate hikes are possible to control inflation, signaling a hawkish stance.",,BoE,https://www.bankofengland.co.uk/speech/2023/may/jonathan-haskel-speech-at-peterson-institute-for-international-economics,2023-05-25,No
2022-11-11,0.94,#1F9F88FF,9,,Jonathan Haskel,Recent UK monetary policy in a changing economy − speech by Jonathan Haskel,0.052,0.9,1,Raise,0.88,0.059,1,"I voted for a 75 basis points increase, which is the largest UK increase since 1989.",0.5,"Jonathan Haskel's speech emphasizes the importance of addressing inflationary pressures, particularly due to energy prices and a tight labor market. He supports rate hikes to counter persistent inflation, indicating a hawkish stance.","  In this speech Jonathan Haskel talks about inflation in the UK economy. He explains how energy prices affect inflation, why inflation is expected to fall quite sharply in 2023 and 2024, and how the shortage of workers in the economy plays a role in driving inflation. He discusses how these factors interact, and why he voted to raise interest rates by 0.75% at the November 2022 Monetary Policy Meeting, in order to prevent inflation from becoming persistent. ",BoE,https://www.bankofengland.co.uk/speech/2022/november/jonathan-haskel-seminar-at-bank-of-israel,2022-11-11,No
2022-10-06,0.52,#1F9F88FF,9,,Jonathan Haskel,Current monetary policy – opening remarks by Jonathan Haskel,0.063,0.5,0.7,Hold,0.7,0.05,0.9,The MPC has the tools and resolve to return inflation to target in the medium term.,0.6,"The speech centers around the importance of institutions and monetary policy tools, emphasizing the medium-term inflation target and showing no urgency to change the current rate policy, indicating a neutral stance.",,BoE,https://www.bankofengland.co.uk/speech/2022/october/current-monetary-policy-opening-remarks-by-jonathan-haskel,2022-10-06,No
2021-11-23,0.745,#1F9F88FF,9,,Jonathan Haskel,Inflation now and then - speech by Jonathan Haskel,0.093,0.7,1,Raise,0.775,0.059,1,"In my view, if the labour market stays tight, Bank Rate will have to rise.",0.8,"Haskel acknowledges the current high inflation and tight labor market conditions, suggesting that the Bank Rate will need to rise. While he sees much of the inflation as transitory, he emphasizes vigilance and the likelihood of a rate increase, indicating a somewhat hawkish stance.",,BoE,https://www.bankofengland.co.uk/speech/2021/november/jonathan-haskel-talk-at-the-adam-smith-business-school-high-inflation-now-and-then,2021-11-23,No
2021-07-19,0.23,#1F9F88FF,9,,Jonathan Haskel,Will the pandemic “scar” the economy? - remarks by Jonathan Haskel,0.095,0,0.3,Hold,0.7,0.041,1,"For the foreseeable future, in my view, tight policy isn’t the right policy.",0.9,"The speech highlights positive signs for the supply side of the economy, reducing the need for immediate policy tightening despite acknowledging inflationary pressures. The focus on scarring and caution against pre-emptive tightening suggests a dovish stance, but an acknowledgment of some supply-side improvements prevents it from being entirely dovish.",,BoE,https://www.bankofengland.co.uk/speech/2021/july/jonathan-haskel-speech-on-scaring-in-the-economy-at-the-university-of-liverpool,2021-07-19,No
2020-07-23,0.25,#1F9F88FF,9,,Jonathan Haskel,From lockdown to recovery - the economic effects of Covid-19 - speech by Jonathan Haskel,0.067,0.1,0.3,Hold,0.611,0.033,0.9,It seems likely that such demand weakness will therefore drag on the economy and hold back the recovery.,0.7,"The speech by Jonathan Haskel highlights significant demand weaknesses and the risk of prolonged economic recovery due to consumer fear and potential unemployment. This suggests a cautious approach towards monetary policy, leaning towards maintaining the current low rate to support economic recovery.",,BoE,https://www.bankofengland.co.uk/speech/2020/jonathan-haskel-webinar-imperial-future-matters-from-lockdown-to-recovery,2020-07-23,No
2020-07-01,0.21,#1F9F88FF,9,,Jonathan Haskel,Remarks by Jonathan Haskel on Covid-19 and monetary policy,0.088,0.1,0.3,Hold,0.656,0.046,0.9,"In conclusion, I believe the current stance of monetary policy is appropriate but, on balance, risks are to the downside.",0.6,"Haskel acknowledges the current unprecedented economic downturn but suggests some signs of recovery, while clearly expressing concern that risks are skewed to the downside. His emphasis on supporting recovery through asset purchases and not suggesting further immediate action implies a somewhat dovish stance leaning towards holding rates stable.",,BoE,https://www.bankofengland.co.uk/speech/2020/jonathan-haskel-brighton-hove-chamber-of-commerce,2020-07-01,No
2020-02-11,0.335,#1F9F88FF,9,,Jonathan Haskel,Monetary policy in the intangible economy - speech by Jonathan Haskel,0.118,0.25,0.6,Hold,0.633,0.052,0.6,"This much-discussed low interest rate environment we find ourselves in, reinforced by the trend towards intangible assets that I have discussed today, in part informs my recent votes on the MPC, where limited conventional monetary policy space means I continue to prefer to move now in order to ensure we achieve a sustainable return of inflation to target.",0.5,"The speech discusses various factors affecting monetary transmission and the natural rate of interest due to intangibles, without clear inclination towards immediate rate changes, indicating a balanced view on policy needs.",,BoE,https://www.bankofengland.co.uk/speech/2020/jonathan-haskel-lecture-at-the-university-of-nottingham,2020-02-11,No
2019-12-20,0.06,#1F9F88FF,9,,Jonathan Haskel,An end-of-year retrospective on the UK outlook and monetary policy - speech by Jonathan Haskel,0.052,0,0.1,Cut,0.875,0.059,1,I voted to cut Bank rate at the November and December meetings of the MPC and I therefore wanted to set out my reasons for doing so.,0.3,"The speech focuses on risks like Brexit uncertainties and weak inflation, pointing to the need for looser monetary policy to avoid hitting the effective lower bound, justifying a dovish view and advocating for a rate cut.",,BoE,https://www.bankofengland.co.uk/speech/2019/jonathan-haskel-speech-at-the-resolution-foundation,2019-12-20,No
2019-03-11,0.31,#1F9F88FF,9,,Jonathan Haskel,Will UK investment bounce back? - speech by Jonathan Haskel,0.032,0.3,0.4,Hold,0.63,0.054,1,"Currently, it looks like uncertainty is holding investment back. If that continues, then there is a downside risk to the forecast.",0.7,"The speech expresses concerns about Brexit uncertainties weighing on investment, which could potentially lead to economic slowdown. However, it does not suggest an imminent need for an interest rate cut, indicating a more 'hold' position.",,BoE,https://www.bankofengland.co.uk/speech/2019/jonathan-haskel-speech-at-university-of-birmingham,2019-03-11,No
2023-06-29,0.285,#27AD81FF,9,,Silvana Tenreyro,Monetary policy in the face of large shocks − speech by Silvana Tenreyro,0.024,0.25,0.3,Hold,0.76,0.084,1,"Overall, I therefore judged that the tightening already in the pipeline would be sufficient to bring inflation back to, and most likely below, the target.",0.5,"The speech indicates a belief that current monetary policy is adequate to bring down inflation without further increases. This, combined with a cautious approach to additional tightening due to potential economic shocks, suggests a somewhat dovish stance leaning towards holding rates.",,BoE,https://www.bankofengland.co.uk/speech/2023/june/silvana-tenreyro-speech-at-the-society-of-professional-economists,2023-06-29,No
2023-04-04,0.3,#27AD81FF,9,,Silvana Tenreyro,Quantitative easing and quantitative tightening − speech by Silvana Tenreyro,0.078,0.2,0.5,Hold,0.685,0.067,1,"Given that outlook, I have voted for no change in Bank Rate in recent months, rather than further tightening.",0.8,"Silvana Tenreyro's speech emphasizes a preference to hold the Bank Rate due to the expectation that inflation will fall below target, indicating a less aggressive stance on tightening monetary policy further at this point.","  In this speech Professor Silvana Tenreyro explains how Quantitative Easing, or QE, can help the MPC meet the inflation target by affecting interest rates. She also dispels some misconceptions about how QE works. ",BoE,https://www.bankofengland.co.uk/speech/2023/april/quantitative-easing-quantitative-tightening-speech-silvana-tenreyro,2023-04-04,No
2022-11-11,0.4,#27AD81FF,9,,Silvana Tenreyro,The path to 2 per cent − speech by Silvana Tenreyro,0.178,0.25,0.75,Hold,0.655,0.05,1,Too high a path for Bank Rate therefore risks oversteering inflation below target in the medium term.,0.8,"Despite the recent rate increase, Tenreyro expressed concerns about over-tightening and the potential for inflation to fall below target. This suggests a cautious approach to further rate hikes, indicating a more dovish stance compared to other MPC members.","  In this speech Professor Silvana Tenreyro explains how energy prices affect inflation, and how that can depend on the strength of the labour market. She discusses how government and financial-market responses to the economic shock may inform the Monetary Policy Committee’s decision on interest rates. She sets out how these factors interact, and explains why in her assessment it was necessary to raise interest rates by 0.25 percentage points at the November 2022 Monetary Policy Committee Meeting. ",BoE,https://www.bankofengland.co.uk/speech/2022/november/silvana-tenreyro-keynote-speech-at-the-society-of-professional-economists-annual-conference,2022-11-11,No
2022-02-23,0.35,#27AD81FF,9,,Silvana Tenreyro,The economy and policy trade-offs - speech by Silvana Tenreyro,0.108,0.3,0.6,Hold,0.667,0.05,0.9,"A (significant) monetary tightening to bring down inflation quickly, would come at the cost of far greater output volatility.",0.2,"The speaker highlights the trade-offs in responding to supply shocks that increase inflation but reduce real incomes. The emphasis on avoiding high output volatility and recession indicates a reluctance towards aggressive policy tightening, suggesting a dovish stance with a likelihood to hold rates steady.",,BoE,https://www.bankofengland.co.uk/speech/2022/february/silvana-tenreyro-speech-at-the-niesr-institutes-2022-dow-lecture-the-economy-and-policy-trade-offs,2022-02-23,No
2021-10-25,0.33,#27AD81FF,9,,Silvana Tenreyro,"International trade, global supply chains and monetary policy - speech by Silvana Tenreyro",0.092,0.25,0.5,Hold,0.665,0.047,1,My policy votes will aim to strike a balance between these different effects and risks while bringing inflation back to target sustainably.,0.7,"The speech outlines that recent inflationary pressures are considered temporary, while the employment and output trends have not yet recovered to pre-pandemic levels. The focus on striking a balance between inflation and economic recovery suggests a cautious approach, likely leading to a hold on interest rates.","  Professor Silvana Tenreyro says global supply chains can improve a country’s productivity and income. But the benefits they bring are not evenly spread across sectors. In the past, global supply chains have helped to reduce the effect of economic shocks in some parts of the world. The Covid crisis is different to previous shocks. But, on balance, countries can benefit from using global supply chains rather than producing things at home, she argues. Silvana then explains how current disruptions to supply chains will determine whether she believes interest rates in the UK need to be changed or not. ",BoE,https://www.bankofengland.co.uk/speech/2021/october/silvana-tenreyro-speech-at-the-centre-for-economic-policy-research,2021-10-25,No
2021-03-26,0.265,#27AD81FF,9,,Silvana Tenreyro,Response to the Covid-19 pandemic: UK and US experiences - Speech by Silvana Tenreyro,0.063,0.1,0.3,Hold,0.72,0.067,1,Since Covid took hold a year ago UK monetary policy has largely played a supporting role in mitigating the economic effects of the pandemic.,0.6,"The focus on assessing the impact of fiscal policy on monetary policy suggests a dovish stance, as the speaker is cautious about the recovery and emphasizes maintaining support. The prediction to 'Hold' is based on the emphasis on supporting the economy amidst uncertainties.",,BoE,https://www.bankofengland.co.uk/speech/2021/march/silvana-tenreyro-macro-and-monetary-policy-conference,2021-03-26,No
2021-01-11,0.235,#27AD81FF,9,,Silvana Tenreyro,Let’s talk about negative interest rates - speech by Silvana Tenreyro,0.041,0.2,0.3,Cut,0.693,0.045,0.7,"My overall assessment is that, while we can never have complete certainty, negative interest rates should with high likelihood boost UK growth and inflation.",0.2,"The speech extensively discusses the potential use of negative interest rates as a tool to provide economic stimulus, which suggests a dovish stance. The speaker indicates that negative rates could boost growth and encourages considering them as part of the monetary policy toolkit.",,BoE,https://www.bankofengland.co.uk/speech/2021/january/silvana-tenreyro-lets-talk-about-negative-interest-rates,2021-01-11,No
2020-07-15,0.195,#27AD81FF,9,,Silvana Tenreyro,Covid-19 and the economy: what are the lessons so far? - speech by Silvana Tenreyro,0.076,0.1,0.3,Hold,0.675,0.053,0.8,"To counteract those pressures and bring inflation back up towards our 2 per cent target, I voted to loosen monetary policy by expanding the stock of asset purchases by £100 billion.",0.9,"The speaker voted to loosen monetary policy due to disinflationary pressures. While this suggests a dovish stance, the readiness to act further indicates a somewhat cautious approach, thus 'somewhat dovish'. Given current actions, a 'Hold' on rates is more likely, with a higher probability.",,BoE,https://www.bankofengland.co.uk/speech/2020/silvana-tenreyro-speech-as-part-of-the-lse-covid-19-policy-response-webinar-series,2020-07-15,No
2020-04-16,0.19,#27AD81FF,9,,Silvana Tenreyro,"Monetary policy during pandemics: inflation before, during and after Covid-19 - speech by Silvana Tenreyro",0.057,0.1,0.3,Hold,0.685,0.034,1,Our policy decisions will help ensure price stability by mitigating any deflationary pressures arising from recent events.,0.2,"Silvana Tenreyro discusses the profound economic impacts of Covid-19 and emphasizes efforts to minimize economic disruptions. The speech suggests that while inflation pressures are subdued, the MPC's actions are aimed at supporting the economy and maintaining price stability, indicating a somewhat dovish outlook. Given the current low policy rate of 0.1%, the likelihood is that rates will be held steady to provide continued support.",,BoE,https://www.bankofengland.co.uk/speech/2020/silvana-tenreyro-speech-monetary-policy-during-pandemics,2020-04-16,No
2019-10-28,0.415,#27AD81FF,9,,Silvana Tenreyro,Monetary policy and open questions in international macroeconomics - speech by Silvana Tenreyro,0.111,0.25,0.5,Hold,0.67,0.067,1,"I would argue that exchange-rate movements do affect exports, in a variety of ways.",0.2,"The speech discusses the idea that exchange-rate movements do affect exports and suggests that depreciations expand exports by various channels. However, the speaker cautions against taking macroeconomic estimates at face value and acknowledges potential mitigating policy responses. This somewhat dovish stance, combined with no strong indication of impending rate changes, suggests the speaker is likely to vote to hold rates.",,BoE,https://www.bankofengland.co.uk/speech/2019/silvana-tenreyro-speech-at-the-john-flemming-memorial-lecture-london,2019-10-28,No
2019-07-10,0.415,#27AD81FF,9,,Silvana Tenreyro,Understanding inflation: expectations and reality - speech by Silvana Tenreyro,0.111,0.25,0.5,Hold,0.675,0.063,1,"I still expect that in a smooth Brexit scenario, a small amount of policy tightening will be required over the forecast period to keep demand growing in line with supply.",0.4,"The speech primarily discusses the expectations and perceptions of inflation, emphasizing the importance of inflation expectations for monetary policy. The speaker stresses the role of financial literacy in understanding inflation expectations and discusses past experience and current global uncertainties affecting the UK economy. The steady policy holds a neutral tone with no immediate signal of a rate change, suggesting a hold in interest rates with a careful watch on the evolving economic circumstances.",,BoE,https://www.bankofengland.co.uk/speech/2019/silvana-tenreyro-ronald-tress-memorial-lecture,2019-07-10,No
2019-03-07,0.405,#27AD81FF,9,,Silvana Tenreyro,The elusive supply potential: monetary policy in times of uncertainty - speech by Silvana Tenreyro,0.101,0.3,0.5,Hold,0.68,0.063,1,"The recent softening in measures of underlying price inflation suggests to me that supply has been growing broadly in line with demand, and that we may still have some excess supply remaining.",0.7,"The speech indicates an acknowledgment of current uncertainties in supply potential and the impact of Brexit, yet the overall tone suggests a wait-and-see approach, reflecting a balance between risks to supply and demand. The cautious outlook does not advocate for immediate rate changes, implying a likely hold on current rates.",,BoE,https://www.bankofengland.co.uk/speech/2019/silvana-tenreyro-speech-during-regional-visit-to-glasgow,2019-03-07,No
2018-06-04,0.63,#27AD81FF,9,,Silvana Tenreyro,Models in macroeconomics - speech by Silvana Tenreyro,0.067,0.5,0.7,Hold,0.65,0.053,1,I expect that the tight labour market will continue to feed through into domestic cost pressures – I think that fears of a breakdown in the relationship between slack and inflation are misplaced.,0.4,"Silvana Tenreyro emphasizes a belief in the need for limited and gradual rate increases over the next few years, indicating a somewhat hawkish stance. However, acknowledges recent data weakness and suggests a wait-and-see approach, implying holding rates might be sensible in the short term.",,BoE,https://www.bankofengland.co.uk/speech/2018/silvana-tenreyro-speech-university-of-surrey,2018-06-04,No
2021-07-26,0.22,#3EBC74FF,9,,Gertjan Vlieghe,Running out of room: revisiting the 3D perspective on low interest rates - Gertjan Vlieghe,0.098,0,0.3,Hold,0.72,0.059,1,"For all these reasons, I think it will remain appropriate to keep the current monetary stimulus in place for several quarters at least, and probably longer.",0.9,"The speaker emphasizes the necessity of maintaining monetary stimulus, citing temporary factors for inflation, risks from the virus, and the impact of ending government support schemes. This suggests a dovish stance towards monetary policy, indicating no immediate need for tightening.",,BoE,https://www.bankofengland.co.uk/speech/2021/july/gertjan-vlieghe-speech-at-the-london-school-of-economics,2021-07-26,No
2021-05-27,0.3,#3EBC74FF,9,,Gertjan Vlieghe,What are government bond yields telling us about the economic outlook? - speech by Gertjan Vlieghe,0.078,0.2,0.5,Hold,0.695,0.05,1,I suspect that upward medium-term inflation pressure will only emerge once economic slack has been fully eroded.,0.4,"The speech highlights temporary inflation pressures and emphasizes the importance of not tightening policy prematurely. Vlieghe also underscores uncertainty regarding the labor market and economy’s path out of the Covid crisis, suggesting cautiousness in altering monetary policy immediately.",,BoE,https://www.bankofengland.co.uk/speech/2021/may/gertjan-vlieghe-speech-hosted-by-the-department-of-economics-and-the-ipr,2021-05-27,No
2021-02-19,0.31,#3EBC74FF,9,,Gertjan Vlieghe,An update on the economic outlook - speech by Gertjan Vlieghe,0.074,0.2,0.5,Hold,0.66,0.052,1,The pandemic shock was fundamentally a disinflationary shock.,0.2,"The speech discusses concerns about persistent slack in the labor market and the potential need for further stimulus, indicating a dovish stance. While there is a possibility of negative rates, the speaker emphasizes waiting to respond to demand signs, which implies a likelihood of holding rates.",,BoE,https://www.bankofengland.co.uk/speech/2021/february/gertjan-vlieghes-speech-an-update-on-the-economic-outlook,2021-02-19,No
2020-10-20,0.18,#3EBC74FF,9,,Gertjan Vlieghe,Assessing the health of the economy - speech by Gertjan Vlieghe,0.071,0.1,0.25,Cut,0.75,0.084,0.6,"In my view, the outlook for monetary policy is skewed towards adding further stimulus.",0.6,"The speech highlights the substantial economic slack, rising unemployment, and ongoing sectoral reallocations due to the pandemic. The speaker emphasizes potential further monetary stimulus, indicating a dovish stance and likelihood of supporting a rate cut.",,BoE,https://www.bankofengland.co.uk/speech/2020/gertjan-vlieghe-speech-assessing-the-health-of-the-economy,2020-10-20,No
2020-04-23,0.135,#3EBC74FF,9,,Gertjan Vlieghe,Monetary policy and the Bank of England’s balance sheet - speech by Gertjan Vlieghe,0.047,0.1,0.2,Hold,0.644,0.053,0.9,"The current priority for monetary policy, with a lot of help from fiscal policy, is to return the economy to that pre-virus trajectory as soon as possible.",0.6,"The speech emphasizes the severe economic contraction due to COVID-19 and highlights the use of monetary tools like QE to provide liquidity and prevent further economic downturn. The focus on maintaining monetary support and readiness for further action indicates a dovish stance. However, the current policy rate is already low at 0.1%, so a rate hold is the most likely action at the next meeting.",,BoE,https://www.bankofengland.co.uk/speech/2020/gertjan-vlieghe-speech-monetary-policy-and-the-boes-balance-sheet,2020-04-23,No
2019-10-15,0.285,#3EBC74FF,9,,Gertjan Vlieghe,Monetary policy: adapting to a changed world - speech by Gertjan Vlieghe,0.047,0.2,0.35,Hold,0.611,0.042,0.9,Our ability to ease further is significantly smaller than our ability to tighten.,0.5,"The speech focuses on the limited capacity for monetary policy to further ease due to the proximity of interest rates to their lower bound, indicating caution against rate increases despite current economic uncertainties. There is a recognition of the inability to significantly ease monetary policy further, highlighting the need for other measures. These points suggest a somewhat dovish stance but with a likelihood to hold rates in the near term.",,BoE,https://www.bankofengland.co.uk/speech/2019/gertjan-vlieghe-speech-at-money-macro-and-finance-society-monetary-and-financial-policy-conference,2019-10-15,No
2019-07-12,0.325,#3EBC74FF,9,,Gertjan Vlieghe,Continuous improvements in communicating monetary policy - speech by Gertjan Vlieghe,0.095,0.25,0.5,Hold,0.62,0.042,1,On balance I think it is more likely that I would move to cut Bank Rate towards the effective lower bound of close to 0% in the event of a no deal scenario.,0.2,"The speech focuses on the challenges of monetary policy communication and suggests improvements without proposing immediate policy changes. The acknowledgment of global and Brexit-related headwinds, alongside a preference for holding rates or considering cuts under certain scenarios, indicates a somewhat dovish stance.",,BoE,https://www.bankofengland.co.uk/speech/2019/gertjan-vlieghe-thomson-reuters,2019-07-12,No
2019-02-14,0.315,#3EBC74FF,9,,Gertjan Vlieghe,"The economic outlook: Fading global tailwinds, intensifying Brexit headwinds - speech by Gertjan Vlieghe",0.067,0.25,0.5,Hold,0.66,0.052,1,I therefore consider that the appropriate pace of monetary tightening is somewhat slower than I judged it to be a year ago.,0.7,"The speech reflects concerns about global and domestic economic slowdown, heavy Brexit uncertainty, and a willingness to wait for more evidence before considering a rate hike, suggesting a move away from previous tightening.",,BoE,https://www.bankofengland.co.uk/speech/2019/gertjan-vlieghe-speech-at-the-resolution-foundation,2019-02-14,No
2018-09-25,0.48,#3EBC74FF,9,,Gertjan Vlieghe,The yield curve and QE - speech by Gertjan Vlieghe,0.148,0.3,0.7,Hold,0.662,0.052,0.8,"My view that QE works primarily via expectations, with additional powerful liquidity effects that are temporary and mainly relevant during periods of market stress, implies that unwinding QE need not have a material impact on the shape of the yield curve, or indeed on the economy, if properly communicated and done gradually.",0.2,"The speech suggests that QE is primarily effective through shaping expectations rather than significantly altering long-term interest rates. Given the current economic assessment and the outlined central bank strategies, it hints that the current policy rate is appropriate for the near term, leading to a 'Hold' prediction.",,BoE,https://www.bankofengland.co.uk/speech/2018/gertjan-vlieghe-imperial-college-business-school-london,2018-09-25,No
2018-03-23,0.665,#3EBC74FF,9,,Gertjan Vlieghe,From asymmetry to symmetry: changing risks to the economic outlook - speech by Gertjan Vlieghe,0.067,0.5,0.7,Raise,0.728,0.062,0.9,I expect that Bank Rate will need to rise further over the forecast period.,0.5,"The speech discusses the improvement in global economic conditions and the prospects of increased inflationary pressures, suggesting a need to increase interest rates gradually. This indicates a somewhat hawkish stance focused on preemptively managing inflation.",,BoE,https://www.bankofengland.co.uk/speech/2018/gertjan-vlieghe-speech-at-birmingham-chamber-of-commerce,2018-03-23,No
2017-09-15,0.62,#3EBC74FF,9,,Gertjan Vlieghe,Real interest rates and risk - speech by Gertjan Vlieghe,0.063,0.5,0.7,Raise,0.717,0.043,0.9,"If these data trends of reducing slack, rising pay pressure, strengthening household spending and robust global growth continue, the appropriate time for a rise in Bank Rate might be as early as in the coming months.",0.7,"The speaker notes that although some medium-term dynamics don't show signs of turning yet, current data trends like reducing slack and rising wage pressure suggest that it may soon be appropriate to consider raising the Bank Rate.",,BoE,https://www.bankofengland.co.uk/speech/2017/real-interest-rates-and-risk,2017-09-15,No
2017-04-05,0.305,#3EBC74FF,9,,Gertjan Vlieghe,Good policy vs accurate forecasts - speech by Gertjan Vlieghe,0.076,0.2,0.5,Hold,0.66,0.057,1,A rate hike that turns out to be premature is a more serious mistake than one that turns out to be somewhat late. Caution is warranted.,0.2,"The speech emphasizes caution in monetary policy due to observed slowdowns in household consumption and the asymmetry in easing versus tightening. While recognizing some upside risks, it suggests a preference for holding rates to avoid premature hikes in a context of subdued underlying inflation pressures.",,BoE,https://www.bankofengland.co.uk/speech/2017/good-policy-vs-accurate-forecasts,2017-04-05,No
2016-11-28,0.275,#3EBC74FF,9,,Gertjan Vlieghe,Umbrellas don't cause rain - speech by Gertjan Vlieghe,0.035,0.2,0.3,Hold,0.74,0.039,1,"For now, given our current economic outlook, and given the level of the exchange rate and other asset prices that prevailed in early November, the best contribution that monetary policy can make to returning inflation to target while avoiding undesirable volatility in output growth is to keep interest rates where they are now.",0.9,"The speech indicates a willingness to tolerate a temporary rise in inflation to prevent slack in the economy, suggesting an inclination towards maintaining accommodative policy. This, combined with the observation that information and conditions have not materially altered since the last policy decision, suggests a 'Hold' decision is likely.",,BoE,https://www.bankofengland.co.uk/speech/2016/umbrellas-dont-cause-rain,2016-11-28,No
2016-05-19,0.225,#3EBC74FF,9,,Gertjan Vlieghe,Monetary policy expectations and long term interest rates - speech by Gertjan Vlieghe,0.075,0.1,0.3,Hold,0.656,0.05,0.8,Interest rates are low because that is what the economy needs in order to keep inflation expectations anchored.,0.6,"The speech emphasizes the need for continued low interest rates due to persistent economic challenges and a low natural rate of interest. It suggests a cautious approach to monetary policy, anticipating rates to remain low for an extended period, which aligns with a somewhat dovish stance.",,BoE,https://www.bankofengland.co.uk/speech/2016/monetary-policy-expectations-and-long-term-interest-rates,2016-05-19,No
2016-01-18,0.16,#3EBC74FF,9,,Gertjan Vlieghe,"Debt, Demographics and the Distribution of Income: New challenges for monetary policy - speech by Gertjan...",0.07,0.1,0.3,Hold,0.73,0.042,1,"The possibility of this scenario makes me more patient, other things equal, before raising rates.",0.6,"The speech emphasizes concerns about the economic outlook and hints at patience regarding rate increases due to structural changes in debt, demographics, and distribution of income. Although recognizing growth, the speech indicates a preference to wait for stronger evidence of inflationary pressures before raising rates.",,BoE,https://www.bankofengland.co.uk/speech/2016/debt-demographics-and-the-distribution-of-income-new-challenges-for-monetary-policy,2016-01-18,No
