Date,Meeting,meeting_month,forecast_category, ,Probability
2023-09-22,2023-11-01,Nov 2023,Raise,Betting market,99.50000000000001
2023-09-23,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-09-23,2023-11-01,Nov 2023,Hold,Superforecasters,63
2023-09-23,2023-11-01,Nov 2023,Raise,Superforecasters,36
2023-09-23,2023-11-01,Nov 2023,Raise,Betting market,100.49999999999999
2023-09-24,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-09-24,2023-11-01,Nov 2023,Hold,Superforecasters,64
2023-09-24,2023-11-01,Nov 2023,Raise,Superforecasters,35
2023-09-24,2023-11-01,Nov 2023,Raise,Betting market,100
2023-09-25,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-09-25,2023-11-01,Nov 2023,Hold,Superforecasters,64
2023-09-25,2023-11-01,Nov 2023,Raise,Superforecasters,35
2023-09-25,2023-11-01,Nov 2023,Raise,Betting market,99.5
2023-09-26,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-09-26,2023-11-01,Nov 2023,Hold,Superforecasters,65
2023-09-26,2023-11-01,Nov 2023,Raise,Superforecasters,34
2023-09-26,2023-11-01,Nov 2023,Raise,Betting market,98.50000000000001
2023-09-27,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-09-27,2023-11-01,Nov 2023,Hold,Superforecasters,69
2023-09-27,2023-11-01,Nov 2023,Raise,Superforecasters,30
2023-09-27,2023-11-01,Nov 2023,Raise,Betting market,100
2023-09-28,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-09-28,2023-11-01,Nov 2023,Hold,Superforecasters,68
2023-09-28,2023-11-01,Nov 2023,Raise,Superforecasters,31
2023-09-28,2023-11-01,Nov 2023,Raise,Betting market,100
2023-09-29,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-09-29,2023-11-01,Nov 2023,Hold,Superforecasters,68
2023-09-29,2023-11-01,Nov 2023,Raise,Superforecasters,31
2023-09-29,2023-11-01,Nov 2023,Raise,Betting market,100.50000000000001
2023-09-30,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-09-30,2023-11-01,Nov 2023,Hold,Superforecasters,71
2023-09-30,2023-11-01,Nov 2023,Raise,Superforecasters,28.000000000000004
2023-09-30,2023-11-01,Nov 2023,Raise,Betting market,100
2023-10-01,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-10-01,2023-11-01,Nov 2023,Hold,Superforecasters,72
2023-10-01,2023-11-01,Nov 2023,Raise,Superforecasters,27
2023-10-01,2023-11-01,Nov 2023,Raise,Betting market,97.5
2023-10-02,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-10-02,2023-11-01,Nov 2023,Hold,Superforecasters,74
2023-10-02,2023-11-01,Nov 2023,Raise,Superforecasters,25
2023-10-02,2023-11-01,Nov 2023,Raise,Betting market,100
2023-10-03,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-10-03,2023-11-01,Nov 2023,Hold,Superforecasters,74
2023-10-03,2023-11-01,Nov 2023,Raise,Superforecasters,25
2023-10-03,2023-11-01,Nov 2023,Raise,Betting market,100
2023-10-04,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-10-04,2023-11-01,Nov 2023,Hold,Superforecasters,75
2023-10-04,2023-11-01,Nov 2023,Raise,Superforecasters,24
2023-10-04,2023-11-01,Nov 2023,Raise,Betting market,99
2023-10-05,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-10-05,2023-11-01,Nov 2023,Hold,Superforecasters,77
2023-10-05,2023-11-01,Nov 2023,Raise,Superforecasters,22
2023-10-05,2023-11-01,Nov 2023,Raise,Betting market,100
2023-10-06,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-10-06,2023-11-01,Nov 2023,Hold,Superforecasters,77
2023-10-06,2023-11-01,Nov 2023,Raise,Superforecasters,22
2023-10-06,2023-11-01,Nov 2023,Raise,Betting market,102.49999999999999
2023-10-07,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-10-07,2023-11-01,Nov 2023,Hold,Superforecasters,75
2023-10-07,2023-11-01,Nov 2023,Raise,Superforecasters,24
2023-10-07,2023-11-01,Nov 2023,Raise,Betting market,98.5
2023-10-08,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-10-08,2023-11-01,Nov 2023,Hold,Superforecasters,75
2023-10-08,2023-11-01,Nov 2023,Raise,Superforecasters,24
2023-10-08,2023-11-01,Nov 2023,Raise,Betting market,99
2023-10-09,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-10-09,2023-11-01,Nov 2023,Hold,Superforecasters,75
2023-10-09,2023-11-01,Nov 2023,Raise,Superforecasters,24
2023-10-09,2023-11-01,Nov 2023,Raise,Betting market,98.5
2023-10-10,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-10-10,2023-11-01,Nov 2023,Hold,Superforecasters,79
2023-10-10,2023-11-01,Nov 2023,Raise,Superforecasters,20
2023-10-10,2023-11-01,Nov 2023,Raise,Betting market,101
2023-10-11,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-10-11,2023-11-01,Nov 2023,Hold,Superforecasters,79
2023-10-11,2023-11-01,Nov 2023,Raise,Superforecasters,20
2023-10-11,2023-11-01,Nov 2023,Raise,Betting market,100.50000000000001
2023-10-12,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-10-12,2023-11-01,Nov 2023,Hold,Superforecasters,82
2023-10-12,2023-11-01,Nov 2023,Raise,Superforecasters,17
2023-10-13,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-10-13,2023-11-01,Nov 2023,Hold,Superforecasters,85
2023-10-13,2023-11-01,Nov 2023,Raise,Superforecasters,14.000000000000002
2023-10-13,2023-11-01,Nov 2023,Raise,Betting market,100
2023-10-14,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-10-14,2023-11-01,Nov 2023,Hold,Superforecasters,85
2023-10-14,2023-11-01,Nov 2023,Raise,Superforecasters,14.000000000000002
2023-10-14,2023-11-01,Nov 2023,Raise,Betting market,100
2023-10-15,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-10-15,2023-11-01,Nov 2023,Hold,Superforecasters,88
2023-10-15,2023-11-01,Nov 2023,Raise,Superforecasters,11
2023-10-15,2023-11-01,Nov 2023,Raise,Betting market,100
2023-10-16,2023-11-01,Nov 2023,Cut,Superforecasters,0
2023-10-16,2023-11-01,Nov 2023,Hold,Superforecasters,90
2023-10-16,2023-11-01,Nov 2023,Raise,Superforecasters,10
2023-10-16,2023-11-01,Nov 2023,Raise,Betting market,100
2023-10-17,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-10-17,2023-11-01,Nov 2023,Hold,Superforecasters,91
2023-10-17,2023-11-01,Nov 2023,Raise,Superforecasters,8
2023-10-17,2023-11-01,Nov 2023,Raise,Betting market,100
2023-10-18,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-10-18,2023-11-01,Nov 2023,Hold,Superforecasters,91
2023-10-18,2023-11-01,Nov 2023,Raise,Superforecasters,8
2023-10-18,2023-11-01,Nov 2023,Raise,Betting market,99.50000000000001
2023-10-19,2023-11-01,Nov 2023,Cut,Superforecasters,1
2023-10-19,2023-11-01,Nov 2023,Hold,Superforecasters,92
2023-10-19,2023-11-01,Nov 2023,Raise,Superforecasters,7.000000000000001
2023-10-19,2023-11-01,Nov 2023,Raise,Betting market,100
2023-10-20,2023-11-01,Nov 2023,Cut,Superforecasters,0
2023-10-20,2023-11-01,Nov 2023,Hold,Superforecasters,95
2023-10-20,2023-11-01,Nov 2023,Raise,Superforecasters,5
2023-10-20,2023-11-01,Nov 2023,Raise,Betting market,100.89999999999999
2023-10-21,2023-11-01,Nov 2023,Cut,Superforecasters,0
2023-10-21,2023-11-01,Nov 2023,Hold,Superforecasters,95
2023-10-21,2023-11-01,Nov 2023,Raise,Superforecasters,5
2023-10-21,2023-11-01,Nov 2023,Raise,Betting market,100.49999999999999
2023-10-22,2023-11-01,Nov 2023,Cut,Superforecasters,0
2023-10-22,2023-11-01,Nov 2023,Hold,Superforecasters,96
2023-10-22,2023-11-01,Nov 2023,Raise,Superforecasters,4
2023-10-22,2023-11-01,Nov 2023,Raise,Betting market,100.10000000000001
2023-10-23,2023-11-01,Nov 2023,Cut,Superforecasters,0
2023-10-23,2023-11-01,Nov 2023,Hold,Superforecasters,97
2023-10-23,2023-11-01,Nov 2023,Raise,Superforecasters,3
2023-10-23,2023-11-01,Nov 2023,Raise,Betting market,100
2023-10-24,2023-11-01,Nov 2023,Cut,Superforecasters,0
2023-10-24,2023-11-01,Nov 2023,Hold,Superforecasters,97
2023-10-24,2023-11-01,Nov 2023,Raise,Superforecasters,3
2023-10-24,2023-11-01,Nov 2023,Raise,Betting market,100
2023-10-25,2023-11-01,Nov 2023,Cut,Superforecasters,0
2023-10-25,2023-11-01,Nov 2023,Hold,Superforecasters,97
2023-10-25,2023-11-01,Nov 2023,Raise,Superforecasters,3
2023-10-25,2023-11-01,Nov 2023,Raise,Betting market,100
2023-10-26,2023-11-01,Nov 2023,Cut,Superforecasters,0
2023-10-26,2023-11-01,Nov 2023,Hold,Superforecasters,98
2023-10-26,2023-11-01,Nov 2023,Raise,Superforecasters,2
2023-10-26,2023-11-01,Nov 2023,Raise,Betting market,100.05
2023-10-27,2023-11-01,Nov 2023,Cut,Superforecasters,0
2023-10-27,2023-11-01,Nov 2023,Hold,Superforecasters,98
2023-10-27,2023-11-01,Nov 2023,Raise,Superforecasters,2
2023-10-27,2023-11-01,Nov 2023,Raise,Betting market,100.05
2023-10-28,2023-11-01,Nov 2023,Cut,Superforecasters,0
2023-10-28,2023-11-01,Nov 2023,Hold,Superforecasters,98
2023-10-28,2023-11-01,Nov 2023,Raise,Superforecasters,2
2023-10-28,2023-11-01,Nov 2023,Raise,Betting market,100
2023-10-29,2023-11-01,Nov 2023,Cut,Superforecasters,0
2023-10-29,2023-11-01,Nov 2023,Hold,Superforecasters,99
2023-10-29,2023-11-01,Nov 2023,Raise,Superforecasters,1
2023-10-29,2023-11-01,Nov 2023,Raise,Betting market,100.05
2023-10-30,2023-11-01,Nov 2023,Cut,Superforecasters,0
2023-10-30,2023-11-01,Nov 2023,Hold,Superforecasters,100
2023-10-30,2023-11-01,Nov 2023,Raise,Superforecasters,0
2023-10-30,2023-11-01,Nov 2023,Raise,Betting market,100
2023-10-31,2023-11-01,Nov 2023,Cut,Superforecasters,0
2023-10-31,2023-11-01,Nov 2023,Hold,Superforecasters,100
2023-10-31,2023-11-01,Nov 2023,Raise,Superforecasters,0
2023-10-31,2023-11-01,Nov 2023,Raise,Betting market,100.95
2023-11-01,2023-11-01,Nov 2023,Cut,Superforecasters,0
2023-11-01,2023-11-01,Nov 2023,Hold,Superforecasters,97
2023-11-01,2023-11-01,Nov 2023,Raise,Superforecasters,3
2023-11-02,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-02,2023-12-13,Dec 2023,Hold,Superforecasters,90
2023-11-02,2023-12-13,Dec 2023,Raise,Superforecasters,10
2023-11-03,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-03,2023-12-13,Dec 2023,Hold,Superforecasters,91
2023-11-03,2023-12-13,Dec 2023,Raise,Superforecasters,9
2023-11-04,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-04,2023-12-13,Dec 2023,Hold,Superforecasters,92
2023-11-04,2023-12-13,Dec 2023,Raise,Superforecasters,8
2023-11-05,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-05,2023-12-13,Dec 2023,Hold,Superforecasters,93
2023-11-05,2023-12-13,Dec 2023,Raise,Superforecasters,7.000000000000001
2023-11-06,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-06,2023-12-13,Dec 2023,Hold,Superforecasters,93
2023-11-06,2023-12-13,Dec 2023,Raise,Superforecasters,7.000000000000001
2023-11-07,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-07,2023-12-13,Dec 2023,Hold,Superforecasters,93
2023-11-07,2023-12-13,Dec 2023,Raise,Superforecasters,7.000000000000001
2023-11-08,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-08,2023-12-13,Dec 2023,Hold,Superforecasters,94
2023-11-08,2023-12-13,Dec 2023,Raise,Superforecasters,6
2023-11-09,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-09,2023-12-13,Dec 2023,Hold,Superforecasters,94
2023-11-09,2023-12-13,Dec 2023,Raise,Superforecasters,6
2023-11-10,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-10,2023-12-13,Dec 2023,Hold,Superforecasters,94
2023-11-10,2023-12-13,Dec 2023,Raise,Superforecasters,6
2023-11-11,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-11,2023-12-13,Dec 2023,Hold,Superforecasters,94
2023-11-11,2023-12-13,Dec 2023,Raise,Superforecasters,6
2023-11-12,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-12,2023-12-13,Dec 2023,Hold,Superforecasters,94
2023-11-12,2023-12-13,Dec 2023,Raise,Superforecasters,6
2023-11-13,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-13,2023-12-13,Dec 2023,Hold,Superforecasters,94
2023-11-13,2023-12-13,Dec 2023,Raise,Superforecasters,6
2023-11-14,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-14,2023-12-13,Dec 2023,Hold,Superforecasters,94
2023-11-14,2023-12-13,Dec 2023,Raise,Superforecasters,6
2023-11-15,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-15,2023-12-13,Dec 2023,Hold,Superforecasters,96
2023-11-15,2023-12-13,Dec 2023,Raise,Superforecasters,4
2023-11-16,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-16,2023-12-13,Dec 2023,Hold,Superforecasters,96
2023-11-16,2023-12-13,Dec 2023,Raise,Superforecasters,4
2023-11-17,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-17,2023-12-13,Dec 2023,Hold,Superforecasters,96
2023-11-17,2023-12-13,Dec 2023,Raise,Superforecasters,4
2023-11-18,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-18,2023-12-13,Dec 2023,Hold,Superforecasters,97
2023-11-18,2023-12-13,Dec 2023,Raise,Superforecasters,3
2023-11-19,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-19,2023-12-13,Dec 2023,Hold,Superforecasters,97
2023-11-19,2023-12-13,Dec 2023,Raise,Superforecasters,3
2023-11-20,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-20,2023-12-13,Dec 2023,Hold,Superforecasters,97
2023-11-20,2023-12-13,Dec 2023,Raise,Superforecasters,3
2023-11-21,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-21,2023-12-13,Dec 2023,Hold,Superforecasters,97
2023-11-21,2023-12-13,Dec 2023,Raise,Superforecasters,3
2023-11-22,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-22,2023-12-13,Dec 2023,Hold,Superforecasters,97
2023-11-22,2023-12-13,Dec 2023,Raise,Superforecasters,3
2023-11-23,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-23,2023-12-13,Dec 2023,Hold,Superforecasters,97
2023-11-23,2023-12-13,Dec 2023,Raise,Superforecasters,3
2023-11-24,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-24,2023-12-13,Dec 2023,Hold,Superforecasters,97
2023-11-24,2023-12-13,Dec 2023,Raise,Superforecasters,3
2023-11-25,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-25,2023-12-13,Dec 2023,Hold,Superforecasters,97
2023-11-25,2023-12-13,Dec 2023,Raise,Superforecasters,3
2023-11-26,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-26,2023-12-13,Dec 2023,Hold,Superforecasters,97
2023-11-26,2023-12-13,Dec 2023,Raise,Superforecasters,3
2023-11-27,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-27,2023-12-13,Dec 2023,Hold,Superforecasters,97
2023-11-27,2023-12-13,Dec 2023,Raise,Superforecasters,3
2023-11-28,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-28,2023-12-13,Dec 2023,Hold,Superforecasters,97
2023-11-28,2023-12-13,Dec 2023,Raise,Superforecasters,3
2023-11-29,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-29,2023-12-13,Dec 2023,Hold,Superforecasters,97
2023-11-29,2023-12-13,Dec 2023,Raise,Superforecasters,3
2023-11-30,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-11-30,2023-12-13,Dec 2023,Hold,Superforecasters,97
2023-11-30,2023-12-13,Dec 2023,Raise,Superforecasters,3
2023-12-01,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-12-01,2023-12-13,Dec 2023,Hold,Superforecasters,97
2023-12-01,2023-12-13,Dec 2023,Raise,Superforecasters,3
2023-12-02,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-12-02,2023-12-13,Dec 2023,Hold,Superforecasters,97
2023-12-02,2023-12-13,Dec 2023,Raise,Superforecasters,3
2023-12-03,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-12-03,2023-12-13,Dec 2023,Hold,Superforecasters,97
2023-12-03,2023-12-13,Dec 2023,Raise,Superforecasters,3
2023-12-04,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-12-04,2023-12-13,Dec 2023,Hold,Superforecasters,97
2023-12-04,2023-12-13,Dec 2023,Raise,Superforecasters,3
2023-12-05,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-12-05,2023-12-13,Dec 2023,Hold,Superforecasters,97
2023-12-05,2023-12-13,Dec 2023,Raise,Superforecasters,3
2023-12-06,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-12-06,2023-12-13,Dec 2023,Hold,Superforecasters,98
2023-12-06,2023-12-13,Dec 2023,Raise,Superforecasters,2
2023-12-07,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-12-07,2023-12-13,Dec 2023,Hold,Superforecasters,98
2023-12-07,2023-12-13,Dec 2023,Raise,Superforecasters,2
2023-12-08,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-12-08,2023-12-13,Dec 2023,Hold,Superforecasters,98
2023-12-08,2023-12-13,Dec 2023,Raise,Superforecasters,2
2023-12-09,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-12-09,2023-12-13,Dec 2023,Hold,Superforecasters,98
2023-12-09,2023-12-13,Dec 2023,Raise,Superforecasters,2
2023-12-10,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-12-10,2023-12-13,Dec 2023,Hold,Superforecasters,98
2023-12-10,2023-12-13,Dec 2023,Raise,Superforecasters,2
2023-12-11,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-12-11,2023-12-13,Dec 2023,Hold,Superforecasters,98
2023-12-11,2023-12-13,Dec 2023,Raise,Superforecasters,2
2023-12-12,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-12-12,2023-12-13,Dec 2023,Hold,Superforecasters,98
2023-12-12,2023-12-13,Dec 2023,Raise,Superforecasters,2
2023-12-13,2023-12-13,Dec 2023,Cut,Superforecasters,0
2023-12-13,2023-12-13,Dec 2023,Hold,Superforecasters,99
2023-12-13,2023-12-13,Dec 2023,Raise,Superforecasters,1
2023-12-02,2024-01-31,Jan 2024,Cut,Financial market,0.1744037037027423
2023-12-02,2024-01-31,Jan 2024,Hold,Financial market,15.323414814807412
2023-12-02,2024-01-31,Jan 2024,Raise,Financial market,84.50218148148984
2023-12-03,2024-01-31,Jan 2024,Cut,Financial market,0.1744037037027423
2023-12-03,2024-01-31,Jan 2024,Hold,Financial market,15.323414814807412
2023-12-03,2024-01-31,Jan 2024,Raise,Financial market,84.50218148148984
2023-12-04,2024-01-31,Jan 2024,Cut,Financial market,0.12813333333261862
2023-12-04,2024-01-31,Jan 2024,Hold,Financial market,13.17706666665929
2023-12-04,2024-01-31,Jan 2024,Raise,Financial market,86.69480000000809
2023-12-05,2024-01-31,Jan 2024,Cut,Financial market,0.6549037037029452
2023-12-05,2024-01-31,Jan 2024,Hold,Financial market,19.184637037032044
2023-12-05,2024-01-31,Jan 2024,Raise,Financial market,80.16045925926501
2023-12-06,2024-01-31,Jan 2024,Cut,Financial market,0.12813333333261862
2023-12-06,2024-01-31,Jan 2024,Hold,Financial market,13.17706666665929
2023-12-06,2024-01-31,Jan 2024,Raise,Financial market,86.69480000000809
2023-12-07,2024-01-31,Jan 2024,Cut,Financial market,15.645125925926507
2023-12-07,2024-01-31,Jan 2024,Hold,Financial market,84.35487407407349
2023-12-08,2024-01-31,Jan 2024,Cut,Financial market,0.12101481481449874
2023-12-08,2024-01-31,Jan 2024,Hold,Financial market,6.819081481473038
2023-12-08,2024-01-31,Jan 2024,Raise,Financial market,93.05990370371246
2023-12-09,2024-01-31,Jan 2024,Cut,Financial market,0.12101481481449874
2023-12-09,2024-01-31,Jan 2024,Hold,Financial market,6.819081481473038
2023-12-09,2024-01-31,Jan 2024,Raise,Financial market,93.05990370371246
2023-12-10,2024-01-31,Jan 2024,Cut,Financial market,0.12101481481449874
2023-12-10,2024-01-31,Jan 2024,Hold,Financial market,6.819081481473038
2023-12-10,2024-01-31,Jan 2024,Raise,Financial market,93.05990370371246
2023-12-10,2024-01-31,Jan 2024,Cut,Betting market,5
2023-12-10,2024-01-31,Jan 2024,Raise,Betting market,76.5
2023-12-11,2024-01-31,Jan 2024,Cut,Financial market,0.0035592592591137716
2023-12-11,2024-01-31,Jan 2024,Hold,Financial market,2.2317703703587726
2023-12-11,2024-01-31,Jan 2024,Raise,Financial market,97.7646703703821
2023-12-11,2024-01-31,Jan 2024,Cut,Betting market,3.5000000000000004
2023-12-11,2024-01-31,Jan 2024,Raise,Betting market,96
2023-12-12,2024-01-31,Jan 2024,Cut,Financial market,0.12101481481449874
2023-12-12,2024-01-31,Jan 2024,Hold,Financial market,6.819081481473038
2023-12-12,2024-01-31,Jan 2024,Raise,Financial market,93.05990370371246
2023-12-12,2024-01-31,Jan 2024,Cut,Betting market,3.5000000000000004
2023-12-12,2024-01-31,Jan 2024,Raise,Betting market,95
2023-12-13,2024-01-31,Jan 2024,Cut,Financial market,10.33333333332962
2023-12-13,2024-01-31,Jan 2024,Hold,Financial market,89.66666666667038
2023-12-14,2024-01-31,Jan 2024,Cut,Financial market,16.533333333330802
2023-12-14,2024-01-31,Jan 2024,Hold,Financial market,83.4666666666692
2023-12-14,2024-01-31,Jan 2024,Cut,Superforecasters,2
2023-12-14,2024-01-31,Jan 2024,Hold,Superforecasters,96
2023-12-14,2024-01-31,Jan 2024,Raise,Superforecasters,2
2023-12-15,2024-01-31,Jan 2024,Cut,Financial market,10.33333333332962
2023-12-15,2024-01-31,Jan 2024,Hold,Financial market,89.66666666667038
2023-12-15,2024-01-31,Jan 2024,Cut,Superforecasters,2
2023-12-15,2024-01-31,Jan 2024,Hold,Superforecasters,98
2023-12-15,2024-01-31,Jan 2024,Raise,Superforecasters,0
2023-12-15,2024-01-31,Jan 2024,Cut,Betting market,5
2023-12-15,2024-01-31,Jan 2024,Raise,Betting market,76
2023-12-16,2024-01-31,Jan 2024,Cut,Financial market,10.33333333332962
2023-12-16,2024-01-31,Jan 2024,Hold,Financial market,89.66666666667038
2023-12-16,2024-01-31,Jan 2024,Cut,Superforecasters,2
2023-12-16,2024-01-31,Jan 2024,Hold,Superforecasters,98
2023-12-16,2024-01-31,Jan 2024,Raise,Superforecasters,0
2023-12-16,2024-01-31,Jan 2024,Cut,Betting market,4.5
2023-12-16,2024-01-31,Jan 2024,Raise,Betting market,76
2023-12-17,2024-01-31,Jan 2024,Cut,Financial market,10.33333333332962
2023-12-17,2024-01-31,Jan 2024,Hold,Financial market,89.66666666667038
2023-12-17,2024-01-31,Jan 2024,Cut,Superforecasters,2
2023-12-17,2024-01-31,Jan 2024,Hold,Superforecasters,96
2023-12-17,2024-01-31,Jan 2024,Raise,Superforecasters,2
2023-12-17,2024-01-31,Jan 2024,Cut,Betting market,2.0500000000000003
2023-12-17,2024-01-31,Jan 2024,Raise,Betting market,76
2023-12-18,2024-01-31,Jan 2024,Cut,Financial market,8.266666666662559
2023-12-18,2024-01-31,Jan 2024,Hold,Financial market,91.73333333333744
2023-12-18,2024-01-31,Jan 2024,Cut,Superforecasters,2
2023-12-18,2024-01-31,Jan 2024,Hold,Superforecasters,96
2023-12-18,2024-01-31,Jan 2024,Raise,Superforecasters,2
2023-12-18,2024-01-31,Jan 2024,Cut,Betting market,2.0500000000000003
2023-12-18,2024-01-31,Jan 2024,Raise,Betting market,76
2023-12-19,2024-01-31,Jan 2024,Cut,Financial market,8.266666666662559
2023-12-19,2024-01-31,Jan 2024,Hold,Financial market,91.73333333333744
2023-12-19,2024-01-31,Jan 2024,Cut,Superforecasters,2
2023-12-19,2024-01-31,Jan 2024,Hold,Superforecasters,96
2023-12-19,2024-01-31,Jan 2024,Raise,Superforecasters,2
2023-12-19,2024-01-31,Jan 2024,Cut,Betting market,2.0500000000000003
2023-12-19,2024-01-31,Jan 2024,Raise,Betting market,76
2023-12-20,2024-01-31,Jan 2024,Cut,Financial market,12.39999999999668
2023-12-20,2024-01-31,Jan 2024,Hold,Financial market,87.60000000000332
2023-12-20,2024-01-31,Jan 2024,Cut,Superforecasters,2
2023-12-20,2024-01-31,Jan 2024,Hold,Superforecasters,96
2023-12-20,2024-01-31,Jan 2024,Raise,Superforecasters,2
2023-12-20,2024-01-31,Jan 2024,Cut,Betting market,1.7000000000000002
2023-12-20,2024-01-31,Jan 2024,Raise,Betting market,76
2023-12-21,2024-01-31,Jan 2024,Cut,Financial market,14.466666666663741
2023-12-21,2024-01-31,Jan 2024,Hold,Financial market,85.53333333333626
2023-12-21,2024-01-31,Jan 2024,Cut,Superforecasters,2
2023-12-21,2024-01-31,Jan 2024,Hold,Superforecasters,96
2023-12-21,2024-01-31,Jan 2024,Raise,Superforecasters,2
2023-12-21,2024-01-31,Jan 2024,Cut,Betting market,1.7000000000000002
2023-12-21,2024-01-31,Jan 2024,Raise,Betting market,76
2023-12-22,2024-01-31,Jan 2024,Cut,Financial market,14.466666666663741
2023-12-22,2024-01-31,Jan 2024,Hold,Financial market,85.53333333333626
2023-12-22,2024-01-31,Jan 2024,Cut,Superforecasters,2
2023-12-22,2024-01-31,Jan 2024,Hold,Superforecasters,96
2023-12-22,2024-01-31,Jan 2024,Raise,Superforecasters,2
2023-12-22,2024-01-31,Jan 2024,Cut,Betting market,1.7000000000000002
2023-12-22,2024-01-31,Jan 2024,Raise,Betting market,76
2023-12-23,2024-01-31,Jan 2024,Cut,Financial market,14.466666666663741
2023-12-23,2024-01-31,Jan 2024,Hold,Financial market,85.53333333333626
2023-12-23,2024-01-31,Jan 2024,Cut,Superforecasters,2
2023-12-23,2024-01-31,Jan 2024,Hold,Superforecasters,96
2023-12-23,2024-01-31,Jan 2024,Raise,Superforecasters,2
2023-12-23,2024-01-31,Jan 2024,Cut,Betting market,1.7000000000000002
2023-12-23,2024-01-31,Jan 2024,Raise,Betting market,76
2023-12-24,2024-01-31,Jan 2024,Cut,Financial market,14.466666666663741
2023-12-24,2024-01-31,Jan 2024,Hold,Financial market,85.53333333333626
2023-12-24,2024-01-31,Jan 2024,Cut,Superforecasters,2
2023-12-24,2024-01-31,Jan 2024,Hold,Superforecasters,96
2023-12-24,2024-01-31,Jan 2024,Raise,Superforecasters,2
2023-12-24,2024-01-31,Jan 2024,Cut,Betting market,1.7000000000000002
2023-12-24,2024-01-31,Jan 2024,Raise,Betting market,76
2023-12-25,2024-01-31,Jan 2024,Cut,Financial market,14.466666666663741
2023-12-25,2024-01-31,Jan 2024,Hold,Financial market,85.53333333333626
