Date,Quote,Significance,Central Banker,geo,Source..link,Stance,Position,Voter,Scale value,Active
2024-09-26T00:00:00Z,"That decision reflected growing confidence that, with an appropriate recalibration of our policy stance, the solid labor market can be maintained in a context of moderate economic growth.",NA,Lisa Cook,Fed,"Fed's Cook says she 'wholeheartedly' supported half-point rate cut | Reuters https://www.reuters.com/markets/us/feds-cook-says-she-wholeheartedly-supported-half-point-rate-cut-2024-09-26/#:~:text=%22That%20decision%20reflected%20growing%20confidence,sustainably%20down%20to%20our%20target.%22",Centrist,Board of governors,Yes,NA,NA
2024-09-25T00:00:00Z,"I strongly supported last week’s decision and, if progress on inflation continues as I expect, I will support additional cuts in the federal funds rate going forward.",NA,Adriana Kugler,Fed,NA,NA,NA,NA,NA,NA
2024-09-24T00:00:00Z,"As we go forward, I expect, on balance, we will probably take smaller steps unless the data changes materially.",Kashkari indicates support for more gradual easing from here on.,Neel Kashkari,Fed,NA,NA,NA,NA,NA,NA
2024-09-24T00:00:00Z,I preferred a smaller initial cut in the policy rate while the U.S. economy remains strong and inflation remains a concern.,NA,Michelle Bowman,Fed,NA,NA,NA,NA,NA,NA
2024-09-23T00:00:00Z,"It's important no one think we're in a mad dash to get to some neutral level, given the amount of uncertainty in the economy. Being more patient will be more valuable.",Bostic suggests that he would like to see a gradual pace of cuts.,Raphael Bostic,Fed,NA,NA,NA,NA,NA,NA
2024-09-23T00:00:00Z,It’s appropriate to increase our focus on the other side of the Fed’s mandate — to think about risks to employment. That likely means many more rate cuts over the next year.,Goolsbee indicates support for substantial further easing.,Austan Goolsbee,Fed,NA,NA,NA,NA,NA,NA
2024-09-20T00:00:00Z,The committee’s larger policy action could be interpreted as a premature declaration of victory on our price stability mandate.,Bowman details her decision to dissent.,Michelle Bowman,Fed,NA,NA,NA,NA,NA,NA
2024-09-20T00:00:00Z,"What’s got me a little more concerned is inflation is running softer than I thought,",Waller reveals that he supported the decision to deliver a larger cut.,Christopher Waller,Fed,NA,NA,NA,NA,NA,NA
2024-09-20T00:00:00Z,What’s got me a little more concerned is inflation is running softer than I thought.,Waller reveals that he supported the decision to deliver a larger cut.,Christopher Waller,Fed,NA,NA,NA,NA,NA,NA
2024-09-18T00:00:00Z,I do not think that anyone should look at this [size of cut] and think: “This is the new pace.,"Powell suggests that the jumbo cut that the Fed delivered on Wednesday is not a new normal, and that it was not prompted by Fed fears of a looming US recession but by a recalibration of policy.",Jay Powell,Fed,NA,NA,NA,NA,NA,NA
2024-09-18T00:00:00Z,"I do not think that anyone should look at this [size of cut] and think: “This is the new pace.""","Powell suggests that the jumbo cut that the Fed delivered on Wednesday is not a new normal, and that it was not prompted by Fed fears of a looming US recession but by a recalibration of policy.",Jerome Powell,Fed,"Transcript of Chair Powell’s Press Conference -- September 18, 2024 https://www.federalreserve.gov/mediacenter/files/FOMCpresconf20240918.pdf",Centrist,Chair,Yes,NA,NA
2024-09-06T00:00:00Z,"I am open-minded about the size and pace of cuts, which will be based on what the data tell us about the evolution of the economy","Waller reacts to latest payrolls and unemployment data, which he thinks is moderating rather than deteriorating, but to an extent that requires a rate reduction in September. He is open to larger and faster cuts depending on how the data evolves.",Christopher Waller,Fed,NA,NA,NA,NA,NA,NA
2024-09-06T00:00:00Z,The risks to the two sides of our dual mandate have moved into equipoise...It is now appropriate to dial down the degree of restrictiveness in the stance of policy by reducing the target range for the federal funds rate,"Williams signals the need for cuts, but using the term ""equipoise"", which means equilibrium, he show little fear of a hard landing",John Williams,Fed,NA,NA,NA,NA,NA,NA
2024-09-06T00:00:00Z,"I do basically think...in past cycles when things slow down the conditions warrant multiple moves, not just a single one.",NA,Austan Goolsbee,Fed,NA,NA,NA,NA,NA,NA
2024-09-06T00:00:00Z,"I am open-minded about the size and pace of cuts, which will be based on what the data tell us about the evolution of the economy.  (link)","Waller reacts to latest payrolls and unemployment data, which he thinks is moderating rather than deteriorating, but to an extent that requires a rate reduction in September. He is open to larger and faster cuts depending on how the data evolves.",Christopher Waller,Fed,NA,NA,NA,NA,NA,NA
2024-09-06T00:00:00Z,The risks to the two sides of our dual mandate have moved into equipoise...It is now appropriate to dial down the degree of restrictiveness in the stance of policy by reducing the target range for the federal funds rate. (link),"Williams signals the need for cuts, but using the term ""equipoise"", which means equilibrium, he show little fear of a hard landing",John Williams,Fed,NA,NA,NA,NA,NA,NA
2024-09-06T00:00:00Z,The risks to the two sides of our dual mandate have moved into equipoise...It is now appropriate to dial down the degree of restrictiveness in the stance of policy by reducing the target range for the federal funds rate.,"Williams signals the need for cuts, but using the term ""equipoise"", which means equilibrium, he show little fear of a hard landing",John Williams,Fed,NA,NA,NA,NA,NA,NA
2024-09-06T00:00:00Z,"I am open-minded about the size and pace of cuts, which will be based on what the data tell us about the evolution of the economy.","Waller reacts to latest payrolls and unemployment data, which he thinks is moderating rather than deteriorating, but to an extent that requires a rate reduction in September. He is open to larger and faster cuts depending on how the data evolves.",Christopher Waller,Fed,NA,NA,NA,NA,NA,NA
2024-09-05T00:00:00Z,It's hard to really find evidence that [the labour market is] even faltering.,NA,Mary Daly,Fed,NA,NA,NA,NA,NA,NA
2024-09-04T00:00:00Z,Given the circumstances before us—eroding pricing power and a cooling labor market—I’ve rebalanced my focus toward both sides of the dual mandate for the first time since early 2021.,NA,Raphael Bostic,Fed,NA,NA,NA,NA,NA,NA
2024-09-04T00:00:00Z,Given the circumstances before us—eroding pricing power and a cooling labor market—I’ve rebalanced my focus toward both sides of the dual mandate for the first time since early 2021. (link),NA,Raphael Bostic,Fed,NA,NA,NA,NA,NA,NA
2024-08-29T00:00:00Z,I don’t want us to be in a situation where we cut and then we have to raise rates again.,Bostic is pushing back on the idea that a rate cut in September is certain.,Raphael Bostic,Fed,NA,NA,NA,NA,NA,NA
2024-08-27T00:00:00Z,"The time to adjust policy is upon us....We haven't seen any deterioration yet in the labor market but if we should see deterioration, or any signs of weakness, then being more aggressive to ensure that we don't see that, would be appropriate.",Daly suggests a rate cut will come in September.,Mary Daly,Fed,NA,NA,NA,NA,NA,NA
2024-08-26T00:00:00Z,"We are in a low-hiring, low-firing, mode. That does not feel like something that is going to persist.",Barkin emphasizes that there are risks of a sharp and steep rise in unemployment in the coming months.,Thomas Barkin,Fed,NA,NA,NA,NA,NA,NA
2024-08-23T00:00:00Z,"We're clearly on the backside of inflation. But the question is, 'Are we all the way back?'",NA,Susan Collins,Fed,NA,NA,NA,NA,NA,NA
2024-08-23T00:00:00Z,My confidence has grown that inflation is on a sustainable path to 2 per cent . . . the cooling in labour market conditions is unmistakable...we have ample room to respond.,"Powell signals concern about the labour market, indicates cuts are coming, and puts the option of a 0.5 percentage point cut back on the table",Jay Powell,Fed,NA,NA,NA,NA,NA,NA
2024-08-23T00:00:00Z,I like the word ‘methodical...Just start the process and keep it moving.,Harker indicates that he wants to see small but consecutive cuts.,Patrick Harker,Fed,NA,NA,NA,NA,NA,NA
2024-08-23T00:00:00Z,"We want to be careful, as Chair Powell said, about the employment side of the mandate, too. ",NA,Austan Goolsbee,Fed,NA,NA,NA,NA,NA,NA
2024-08-23T00:00:00Z,"I think a gradual, methodical pace once we are in a different policy stance is likely to be appropriate.",Collins indicates support for small cut increments and a slow pace.,Susan Collins,Fed,NA,NA,NA,NA,NA,NA
2024-08-23T00:00:00Z,"We want to be careful, as Chair Powell said, about the employment side of the mandate, too.",NA,Austan Goolsbee,Fed,NA,NA,NA,NA,NA,NA
2024-08-23T00:00:00Z,My confidence has grown that inflation is on a sustainable path to 2 per cent . . . the cooling in labour market conditions is unmistakable...we have ample room to respond.,"Powell signals concern about the labour market, indicates cuts are coming, and puts the option of a 0.5 percentage point cut back on the table",Jerome Powell,Fed,Speech by Chair Powell on the economic outlook - Federal Reserve Board https://www.federalreserve.gov/newsevents/speech/powell20240823a.htm,Dovish,Chair,Yes,NA,NA
2024-08-22T00:00:00Z,I would agree with several of my colleagues that you probably want to act maybe before (inflation) gets to two (percent) but that sustainability to two I think is really important.,NA,Jeff Schmid,Fed,NA,NA,NA,NA,NA,NA
2024-08-22T00:00:00Z,I would agree with several of my colleagues that you probably want to act maybe before (inflation) gets to two (percent) but that sustainability to two I think is really important.,NA,Jeffrey Schmid,Fed,NA,Hawkish,Kansas City,No,NA,NA
2024-08-21T00:00:00Z,"In light of upside risks to inflation and uncertainty regarding labor market conditions and the economic outlook, I will continue to watch the data closely as I assess the appropriate path of monetary policy.",Given that Bowman is on the far end of the hawkish spectrum her toned down comments suggests she is getting ready to ease policy.,Michelle Bowman,Fed,NA,NA,NA,NA,NA,NA
2024-08-20T00:00:00Z,"In light of upside risks to inflation and uncertainty regarding labor market conditions and the economic outlook, I will continue to watch the data closely as I assess the appropriate path of monetary policy.",Given that Bowman is on the far end of the hawkish spectrum her toned down comments suggests she is getting ready to ease policy.,Michelle Bowman,Fed,NA,NA,NA,NA,NA,NA
2024-08-19T00:00:00Z," [Recent economic data have given] more confidence that inflation is under control. It is time to consider adjusting borrowing costs from their current range of 5.25 per cent to 5.5 per cent
",Daly suggests that a cut will come in September.,Mary Daly,Fed,NA,NA,NA,NA,NA,NA
2024-08-19T00:00:00Z,"The balance of risks has shifted, so the debate about potentially cutting rates in September is an appropriate one to have.
",NA,Neel Kashkari,Fed,NA,NA,NA,NA,NA,NA
2024-08-19T00:00:00Z,[Recent economic data have given] more confidence that inflation is under control. It is time to consider adjusting borrowing costs from their current range of 5.25 per cent to 5.5 per cent.,Daly suggests that a cut will come in September.,Mary Daly,Fed,NA,NA,NA,NA,NA,NA
2024-08-19T00:00:00Z,"The balance of risks has shifted, so the debate about potentially cutting rates in September is an appropriate one to have.",NA,Neel Kashkari,Fed,NA,NA,NA,NA,NA,NA
2024-08-15T00:00:00Z,"Waiting does bring risk, and that’s why we have to be extra vigilant on this.Because our policies act with a lag in both directions, we can’t really afford to be late. We have to act as soon as possible.",Bostic's comments suggests more urgency than his previous statements and bolsters expectations that the Fed will start cutting in September.,Raphael Bostic,Fed,NA,NA,NA,NA,NA,NA
2024-08-15T00:00:00Z,"Waiting does bring risk, and that’s why we have to be extra vigilant on this. Because our policies act with a lag in both directions, we can’t really afford to be late. We have to act as soon as possible.",Bostic's comments suggests more urgency than his previous statements and bolsters expectations that the Fed will start cutting in September.,Raphael Bostic,Fed,NA,NA,NA,NA,NA,NA
2024-08-14T00:00:00Z,"[O]n the margin, I’m getting more concerned about the employment side of the mandate.",NA,Austan Goolsbee,Fed,NA,NA,NA,NA,NA,NA
2024-08-14T00:00:00Z,We want to be absolutely sure. It would be really bad if we started cutting rates and then had to turn around and raise them again.,Bostic suggests he doesn't see room for a 0.5% cut in September.,Raphael Bostic,Fed,NA,NA,NA,NA,NA,NA
2024-08-05T00:00:00Z,"Underneath the hood of the labor market report, there’s a little more room for confidence — confidence that we’re slowing but not falling off a cliff.",Daly suggests that the July jobs report does not warrant market panic about an imminent recession.,Mary Daly,Fed,NA,NA,NA,NA,NA,NA
2024-08-05T00:00:00Z,"Jobs numbers [were] weaker than expected, but not looking yet like recession [...] the international component of this is a little more complicated. ",Goolsbee pushes back on market fears of an imminent recession and suggests that the latest data is within a range that would not prompt emergency action by the Fed.,Austan Goolsbee,Fed,NA,NA,NA,NA,NA,NA
2024-08-05T00:00:00Z,"Jobs numbers [were] weaker than expected, but not looking yet like recession [...] the international component of this is a little more complicated.",Goolsbee pushes back on market fears of an imminent recession and suggests that the latest data is within a range that would not prompt emergency action by the Fed.,Austan Goolsbee,Fed,NA,NA,NA,NA,NA,NA
2024-07-31T00:00:00Z,A rate cut could be on the table at the September meeting.,"At the press conference following the Fed's decision to hold rates in July, Powell noted the FOMC's growing confidence that inflation was returning sustainably to target. He suggested that if more good data was forthcoming ahead of its next meeting in September, a cut would be possible.",Jay Powell,Fed,NA,NA,NA,NA,NA,NA
2024-07-31T00:00:00Z,A rate cut could be on the table at the September meeting.,"At the press conference following the Fed's decision to hold rates in July, Powell noted the FOMC's growing confidence that inflation was returning sustainably to target. He suggested that if more good data was forthcoming ahead of its next meeting in September, a cut would be possible.",Jerome Powell,Fed,"Transcript of Chair Powell's Press Conference - July 31, 2024 https://www.federalreserve.gov/mediacenter/files/fomcpresconf20240731.pdf",Dove,Chair,Yes,NA,NA
2024-07-22T00:00:00Z,We’re not there yet. We don’t have price stability right now and we need to be very confident that we’re on a sustainable path to achieve it.,Daly points out that the Fed still needs to see inflation at a more sustainable path than current levels before easing.,Mary Daly,Fed,NA,NA,NA,NA,NA,NA
2024-07-22T00:00:00Z," [Recent economic data have given] more confidence that inflation is under control. It is time to consider adjusting borrowing costs from their current range of 5.25 per cent to 5.5 per cent
",Daly suggests that a cut will come in September.,Mary Daly,Fed,NA,NA,NA,NA,NA,NA
2024-07-18T00:00:00Z,You want to be restrictive if you’re afraid of an overheating economy...The economy’s not overheating.,Goolsbee suggests that the Fed has no reason not to cut rates.,Austan Goolsbee,Fed,NA,NA,NA,NA,NA,NA
2024-07-18T00:00:00Z,You want to be restrictive if you’re afraid of an overheating economy [...] The economy’s not overheating.,Goolsbee suggests that the Fed has no reason not to cut rates.,Austan Goolsbee,Fed,NA,NA,NA,NA,NA,NA
2024-07-17T00:00:00Z,We’re actually going to learn a lot between July and September.,"Williams suggests there is a need for more evidence, including more labour market data, to gain the confidence needed for a rate cut.",John Williams,Fed,NA,NA,NA,NA,NA,NA
2024-07-17T00:00:00Z,I do believe we are getting closer to the time when a cut in the policy rate is warranted.,"Waller suggests that while a rate cut is not immediate, there has been sufficient progress to suggest that a rate cut is coming soon.",Christopher Waller,Fed,NA,NA,NA,NA,NA,NA
2024-07-16T00:00:00Z,I'm cautiously optimistic that we're seeing progress and the type of progress that we need to get back to 2%.,,Adriana Kugler,Fed,NA,NA,NA,NA,NA,NA
2024-07-11T00:00:00Z,"[M]y baseline forecast [...] is that inflation will continue to move toward target over time, without much further rise in unemployment.","Cook believes a soft landing for the US is possible, forecasting that unemployment will remain low and economic activity robust while inflation returns to target.",Lisa Cook,Fed,NA,NA,NA,NA,NA,NA
2024-07-11T00:00:00Z,"With the information we have received to date [...] I see it as likely that some policy adjustment will be warranted,",Daly gives further hints that easing is coming.,Mary Daly,Fed,NA,NA,NA,NA,NA,NA
2024-07-11T00:00:00Z,CPI inflation for June points to encouraging further progress towards lower inflation.,,Alberto Musalem,Fed,NA,NA,NA,NA,NA,NA
2024-07-11T00:00:00Z,"The committee put out a statement saying, we would not anticipate cutting rates until we were more convinced we’re on a path to 2% [...] my view is this is what the path to 2% looks like.",Goolsbee strongly signals that the Fed is poised to cut rates very soon.,Austan Goolsbee,Fed,NA,NA,NA,NA,NA,NA
2024-07-11T00:00:00Z,With the information we have received to date [...] I see it as likely that some policy adjustment will be warranted,Daly gives further hints that easing is coming.,Mary Daly,Fed,NA,NA,NA,NA,NA,NA
2024-07-11T00:00:00Z,"[M]y baseline forecast [...] is that inflation will continue to move toward target over time, without much further rise in unemployment","Cook believes a soft landing for the US is possible, forecasting that unemployment will remain low and economic activity robust while inflation returns to target.",Lisa Cook,Fed,NA,NA,NA,NA,NA,NA
2024-07-09T00:00:00Z,[Inflation] is not the only risk we face [...] the most recent monthly readings have shown modest further progress,"Powell suggests that the risks to the US economy are now more evenly tilted, and gives clear indicatons that the Fed is nearly ready to cut.",Jay Powell,Fed,NA,NA,NA,NA,NA,NA
2024-07-05T00:00:00Z,"Inflation is now around 2-1/2%, so we have seen significant progress in bringing it down. But we still have a way to go to reach our 2% target on a sustained basis.",Williams believes it is too early to start cutting rates.,John Williams,Fed,NA,NA,NA,NA,NA,NA
2024-07-03T00:00:00Z,The low r-star regime endures.,Williams reiterates that he sees no evidence that the US netural rate of interest has risen.,John Williams,Fed,NA,NA,NA,NA,NA,NA
2024-07-02T00:00:00Z,[Inflation] now shows signs of resuming its disinflationary trend.,Powell indicated that the Fed would be in a position to start cutting rates if US inflation continued its recent encouraging trend,Jay Powell,Fed,NA,NA,NA,NA,NA,NA
2024-07-02T00:00:00Z,"If you just hold the rates where they are while inflation comes down, you are tightening - so you should do that by decision, not by default.",,Austan Goolsbee,Fed,NA,NA,NA,NA,NA,NA
2024-06-28T00:00:00Z,"I'm open to the idea that r-star has shifted up somewhat. It is too soon to tell, but there’s one way to find out: proceed deliberately while keeping a close eye on the real economy.","Barkin suggests that the netural rate of interest may have shifted upwards, meaning that today's high interest rates are not as restrictive as we would have once expected.",Thomas Barkin,Fed,NA,NA,NA,NA,NA,NA
2024-06-27T00:00:00Z,I continue to believe conditions will likely call for a cut in the federal funds rate in the fourth quarter of this year [...) the risks are becoming more balanced across our two mandate items.,Bostic reiterates that he expects the Fed to start cutting late in 2024 but highlights the finer balance between the Fed's dual mandates of price stability and maximum employment.,Raphael Bostic,Fed,NA,NA,NA,NA,NA,NA
2024-06-27T00:00:00Z,"We are still not yet at the point where it is appropriate to lower the policy rate, and I continue to see a number of upside risks to inflation.","This is a typically hawkish comment from Bowman, who added that she remained willing to raise interest rates if the data suggests that progress on inflation has stalled or reversed.",Michelle Bowman,Fed,NA,NA,NA,NA,NA,NA
2024-06-26T00:00:00Z,"With significant progress on inflation and the labour market cooling gradually, at some point it will be appropriate to reduce the level of policy restriction to maintain a healthy balance in the economy.",Cook highlights the importance of weighing up the balance of risks between the Fed's mandates on price stability and maximum employment.,Lisa Cook,Fed,NA,NA,NA,NA,NA,NA
2024-06-24T00:00:00Z,[I]nflation is not the only risk we face. We will need to keep our eyes on both sides of our mandate—inflation and full employment—as we work to achieve our goals.,"Daly points to the US returning to the flatter part of the Beveridge curve, with the job vacancies rate returning to normal. This suggests that continued restrictive policy may begin to push up unemployment faster than in preceding months.",Mary Daly,Fed,NA,NA,NA,NA,NA,NA
2024-06-24T00:00:00Z,"At some point I would be open to selling, for the [Federal Open Market] Committee to sell MBS.",Mester noted that the Fed's goal of balance sheet reduction may require it to sell mortgage bonds in the future.,Loretta Mester,Fed,NA,NA,NA,NA,NA,NA
2024-06-24T00:00:00Z,"If you're going to be extra restrictive for too long, you're going to have to start worrying about what's happening to the real economy.","Goolsbee said that he was ""closet optimistic"" about the outlook for inflation data, adding that very restrictive rates could start slowing down the real economy.",Austan Goolsbee,Fed,NA,NA,NA,NA,NA,NA
2024-06-20T00:00:00Z,"If we get more inflation readings like the one we just got, which were very strong, very encouraging — looking much more like the second half of last year, around 2% —  then my view has been we can cut.",,Austan Goolsbee,Fed,NA,NA,NA,NA,NA,NA
2024-06-18T00:00:00Z,"If the economy evolves as I am expecting, it will likely become appropriate to begin easing policy sometime later this year.",Kugler suggests that at least one cut is justified this year based on the economic data.,Adriana Kugler,Fed,NA,NA,NA,NA,NA,NA
2024-06-18T00:00:00Z,I do see a disinflationary process continuing and I expect inflation to keep coming down the second half of this year and next year.,"Williams believes the disinflationary progress will not stall later this year, as it did in spring 2024.",John Williams,Fed,NA,NA,NA,NA,NA,NA
2024-06-18T00:00:00Z,"We’re clearly on the backside of inflation. But the question is, 'Are we all the way back?","Barkin, like many other Fed policymakers, needs more evidence of sustained disinflation before easing policy.",Thomas Barkin,Fed,NA,NA,NA,NA,NA,NA
2024-06-18T00:00:00Z,It is too soon to determine whether inflation is durably on a path back to the 2% target [...] We should not overreact to a month or two of promising news.,,Susan Collins,Fed,NA,NA,NA,NA,NA,NA
2024-06-18T00:00:00Z,"I will need to observe a period of favorable inflation, moderating demand, and expanding supply before becoming confident that a reduction in the target range for the federal funds rate is appropriate.",,Alberto Musalem,Fed,NA,NA,NA,NA,NA,NA
2024-06-18T00:00:00Z,We’re going to need to see several months of that data to really have confidence in our outlook that we’re headed to 2%.,,Lorie Logan,Fed,NA,NA,NA,NA,NA,NA
2024-06-18T00:00:00Z,"We're clearly on the backside of inflation. But the question is, 'Are we all the way back?","Barkin, like many other Fed policymakers, needs more evidence of sustained disinflation before easing policy.",Thomas Barkin,Fed,NA,NA,NA,NA,NA,NA
2024-06-18T00:00:00Z,We're going to need to see several months of that data to really have confidence in our outlook that we're headed to 2%.,,Lorie Logan,Fed,NA,NA,NA,NA,NA,NA
2024-06-18T00:00:00Z,"We're clearly on the backside of inflation. But the question is, 'Are we all the way back?'",NA,Thomas Barkin,Fed,NA,NA,NA,NA,NA,NA
2024-06-17T00:00:00Z,"If all of it happens to be as forecasted, I think one rate cut would be appropriate by year’s end.",,Patrick Harker,Fed,NA,NA,NA,NA,NA,NA
2024-06-16T00:00:00Z,"We're in a strong position, but if you just said there's going to be one cut, which is what the median indicated, that would likely be toward the end of the year.",,Neel Kashkari,Fed,NA,NA,NA,NA,NA,NA
2024-06-12T00:00:00Z,Fifteen of the 19 [projections] are clustered around one or two [cuts]. I would look at all of them as plausible.,"Powell downplays the shift in the median expected interest rate showing only one cut in the Fed's latest dot plot, softening its hawkish message.",Jay Powell,Fed,NA,NA,NA,NA,NA,NA
2024-05-30T00:00:00Z,The behavior of the economy over the past year provides ample evidence that monetary policy is restrictive in a way that helps us achieve our goals [...] I don’t feel any urgency or need that we have to make a decision now.,,John Williams,Fed,NA,NA,NA,NA,NA,NA
2024-05-30T00:00:00Z,"My outlook is that if things go according to what I expect [...] I’m looking at the end of the year, the fourth quarter [...] to reduce rates.","Bostic indicates that the Fed will only start cutting very late in 2024, according to his expectations.",Raphael Bostic,Fed,NA,NA,NA,NA,NA,NA
2024-05-30T00:00:00Z,What everybody is trying to wrap their head around now ... is are we back to the traditional tradeoff between employment and inflation?,,Austan Goolsbee,Fed,NA,NA,NA,NA,NA,NA
2024-05-30T00:00:00Z,It also may be that policy is just not as restrictive as we think it might have been relative to the level of interest rates before the pandemic.,,Lorie Logan,Fed,NA,NA,NA,NA,NA,NA
2024-05-28T00:00:00Z,"I think the odds of us raising rates are quite low, but I don’t want to take anything off the table.",,Neel Kashkari,Fed,NA,NA,NA,NA,NA,NA
2024-05-28T00:00:00Z,"I think the odds of us raising rates are quite low, but I don't want to take anything off the table.",,Neel Kashkari,Fed,NA,NA,NA,NA,NA,NA
2024-05-22T00:00:00Z,I think this is a moment or a period when patience really matters. I think the data has been very mixed [...] it's going to take longer than I had previously thought.,,Susan Collins,Fed,NA,NA,NA,NA,NA,NA
2024-05-21T00:00:00Z,"Progress toward 2 percent has likely resumed [...] the data suggests that inflation isn't accelerating, and I believe that further increases in the policy rate are probably unnecessary.","Waller suggests that disinflation is making good progress, despite having stalled in the earlier part of the year. This is an unusually dovish comment from the influential policymaker.",Christopher Waller,Fed,NA,NA,NA,NA,NA,NA
2024-05-21T00:00:00Z,"If the data were to continue softening throughout the next three to five months, you can even think about doing it at the end of this year.","This is a marginally more hawkish comment from Waller, indicating that his central expectation is for the cutting cycle to start only very late in 2024.",Christopher Waller,Fed,NA,NA,NA,NA,NA,NA
2024-05-20T00:00:00Z,Inflation readings in the first quarter of this year were disappointing. These results did not provide me with the increased confidence that I was hoping to find to support easing monetary policy.,,Michael Barr,Fed,NA,NA,NA,NA,NA,NA
2024-05-20T00:00:00Z,This lag suggests that the large increase in market rents during the pandemic is still being passed through to existing rents and may keep housing services inflation elevated for a while longer.,Jefferson is pushing back on Fed chair Jay Powell's narrative that low market rents are going to be an important source of disinflation in the near future.,Philip Jefferson,Fed,NA,NA,NA,NA,NA,NA
2024-05-08T00:00:00Z,The recent upward surprises to activity and inflation suggest the likely need to keep policy at its current level until we have greater confidence that inflation is moving sustainably toward 2% [...] [I] believe this will take more time than previously thought.,,Susan Collins,Fed,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Fed,NA,NA,NA,NA,NA,NA
2026-02-06T00:00:00Z,[The strong euro] is one of the factors that will guide our monetary policy and our decisions on interest rates over the coming months.,NA,François Villeroy de Galhau,ECB,NA,Dovish,"Governor, national central bank",No,25,Yes
2026-02-06T00:00:00Z,Most of the appreciation has taken place in the first quarter of last year. So it was not something dramatic that should lead us to change our course of action.,NA,Yannis Stournaras,ECB,NA,Hawkish,"Governor, national central bank",No,75,Yes
2026-02-06T00:00:00Z,"Uncertainty may rise and this could affect the robustness of the recovery, since it would pose a risk to investment.",Cipollone suggests he is focused on downside risks.,Piero Cipollone,ECB,NA,Centrist,"Member, executive board",Yes,50,Yes
2026-02-05T00:00:00Z,The current range within which the euro relative to the dollar is evolving is very much in line with the overall average of that exchange rate between the euro and the dollar for as long as the euro has been around.,Lagarde downplays the disinflationary impact of a weaker euro.,Christine Lagarde,ECB,NA,Centrist,President,Yes,50,Yes
2026-01-27T00:00:00Z,"If the euro appreciates further and further, at some stage this might create of course a certain necessity to react in terms of monetary policy.",Kocher indicates that the exchange rate is a key variable for rate-setters.,Martin Kocher,ECB,NA,Dovish,"Governor, national central bank",Yes,50,Yes
2026-01-27T00:00:00Z,"I fully believe there is an equal chance that our next move, whenever it comes, is either an increase or a cut in rates.",NA,Gediminas Šimkus,ECB,NA,Centrist,"Governor, national central bank",Yes,50,Yes
2026-01-20T00:00:00Z,"There could be limited direct inflationary effect but there could be also an appreciation of the euro, which plays in the opposite direction [from a trade war.]",Villeroy argues that trade war threats could influence the trajectory of prices in the EU.,François Villeroy de Galhau,ECB,NA,Centrist,"Governor, national central bank",No,50,Yes
2026-01-15T00:00:00Z,We've seen a lapse into emerging market politics in the United States and there are risks from an AI-hype-driven valuation in the U.S. financial markets.,NA,Mārtiņš Kazāks,ECB,NA,Centrist,"Governor, national central bank",No,50,Yes
2026-01-08T00:00:00Z,"If (inflation) continues like this, there are no reasons to change monetary policy.",NA,Alvaro Santos Pereira,ECB,NA,Centrist,"Governor, national central bank",Yes,50,Yes
2025-12-24T00:00:00Z,We remain flexible and ready to step in should future developments warrant fresh action,NA,Peter Kažimír,ECB,NA,Centrist,"Governor, national central bank",Yes,50,Yes
2025-12-24T00:00:00Z,"There are risks in both directions on inflation, but particularly to the downside. We will therefore be as agile as necessary at each of our next meetings.",NA,François Villeroy de Galhau,ECB,NA,Dovish,"Governor, national central bank",No,25,Yes
2025-12-23T00:00:00Z,We have to preserve optionality and stand ready to move our policy rates in either direction,NA,Yannis Stournaras,ECB,NA,Centrist,"Governor, national central bank",No,50,Yes
2025-12-22T00:00:00Z,"At the moment, no interest-rate increase is to be expected in the foreseeable future.",NA,Isabel Schnabel,ECB,NA,Centrist,"Member, executive board",Yes,50,Yes
2025-12-22T00:00:00Z,"We have inflation — headline and core — both now and in the near future, and mid-term, close to the 2% level.",NA,Gediminas Šimkus,ECB,NA,Centrist,"Governor, national central bank",Yes,50,Yes
2025-12-10T00:00:00Z,"In the last projection exercises, we have upgraded our projections. My suspicion is that we might do that again in December.",Lagarde suggests that the next ECB meeting will have a hawkish tone.,Christine Lagarde,ECB,NA,Hawkish,President,Yes,75,Yes
2025-12-10T00:00:00Z,The latest projections – from September – and the incoming data that I have seen so far lead me to feel confident that inflation will be at target over the medium term.,NA,Gabriel Makhlouf,ECB,NA,Centrist,"Governor, national central bank",Yes,50,Yes
2025-12-10T00:00:00Z,[There has been] some pick-up in [inflation] momentum recently.,NA,Mārtiņš Kazāks,ECB,NA,Centrist,"Governor, national central bank",No,50,Yes
2025-12-10T00:00:00Z,Risks around inflation seem balanced and our central scenario seems more and more credible.,NA,Piero Cipollone,ECB,NA,Centrist,"Member, executive board",Yes,50,Yes
2025-12-10T00:00:00Z,"We have an inflation rate that is more or less close to the 2% target in the medium term, which suggests no need for a change in interest rates — not only at the next meeting in December but also in further meetings.",NA,Gediminas Šimkus,ECB,NA,Hawkish,"Governor, national central bank",Yes,75,Yes
2025-12-08T00:00:00Z,I see no reason to move in the coming months.,NA,Peter Kažimír,ECB,NA,Hawkish,"Governor, national central bank",Yes,75,Yes
2025-12-08T00:00:00Z,"Both markets and survey participants expect that the next rate move is going to be a hike, albeit not anytime soon. I’m rather comfortable with those expectations.",Schnabel suggests that the ECB is done with easing.,Isabel Schnabel,ECB,NA,Hawk,"Member, executive board",Yes,100,Yes
