date,Numeric score,Colour,Size,Line,author,title,Numeric score std err,Numeric score min,Numeric score max,not_related,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,date_popup,unrelated,Name
2019-05-20,0.32,#2F6C8EFF,3,,Ben Broadbent,Investment and uncertainty: the value of waiting for news,0.063,0.3,0.5,FALSE,Hold,0.68,0.042,1,Business investment fell in every quarter last year and surveys suggest the underlying trend is still negative.,0.3,"The speech heavily emphasizes uncertainty's negative impact on investment, particularly due to Brexit, but there's no direct indication that suggests a rate cut or increase. The concern for investment might lean dovish, but the nuanced view suggests a recommended policy hold.",2019-05-20,No,
2019-01-23,0.415,#2F6C8EFF,3,,Ben Broadbent,Debt dynamics,0.111,0.25,0.5,FALSE,Hold,0.72,0.059,1,"Even if low bond yields don't presage rapid growth of house prices, one thing they do suggest is that interest payments on mortgage debt will also remain relatively low.",0.2,"The speech discusses insights into debt growth and its predictive power for financial distress, suggesting a cautious approach to debt monitoring. There's no strong indication of a need for immediate policy change, justifying a neutral stance.",2019-01-23,No,
2018-07-23,0.435,#2F6C8EFF,3,,Ben Broadbent,The history and future of QE,0.106,0.25,0.5,FALSE,Hold,0.7,0.082,1,Our task remains to hit the inflation target and we will always seek to ensure that the combined effects of the APF and of more conventional changes in Bank Rate are set to that end.,0.2,"The speech discusses the historical impacts and future considerations of QE without indicating an immediate change in monetary policy, suggesting a neutral stance with a likelihood to maintain current rates.",2018-07-23,No,
2017-11-15,0.695,#2F6C8EFF,3,,Ben Broadbent,Brexit and interest rates,0.09,0.5,0.8,FALSE,Raise,0.75,0.041,0.7,That's why I think it was the right thing to remove a degree of monetary accommodation.,0.8,"Broadbent emphasizes a concern for above-target inflation and diminishing spare capacity. He suggests that the recent rate increase was appropriate, indicating a tendency toward further tightening if conditions persist.",2017-11-15,No,
2017-03-23,0.435,#2F6C8EFF,3,,Ben Broadbent,Brexit and the pound,0.106,0.25,0.5,FALSE,Hold,0.66,0.052,1,"In its latest forecasts the MPC expects this caution to persist. That's why, in the central projection in the February Inflation Report, growth slows slightly this year, from 2.0% at the end of last year to 1.7% by 2017Q4.",0.2,"The speech focuses on the implications of Brexit on the exchange rate and economic responses without a strong indication towards tightening or loosening the monetary policy, leading to a neutral stance. The discussion on exchange rate effects and capacity constraints implies a 'Hold' position on rates until more clarity on Brexit outcomes emerges.",2017-03-23,No,
2016-11-18,0.495,#2F6C8EFF,3,,Ben Broadbent,The distributional implications of low structural interest rates and some remarks about monetary policy...,0.15,0.3,0.7,FALSE,Hold,0.656,0.046,0.9,The MPC would be less inclined to accommodate above-target inflation if it didn’t also expect demand to fall slightly short of that supply potential.,0.4,"The speaker emphasizes the trade-offs between inflation and output stabilization and suggests a tolerance for temporary inflation deviations due to potential demand shortfalls. This indicates a somewhat dovish stance, suggesting patience in adjusting interest rates, leading to a likely hold decision with some flexibility for future adjustments.",2016-11-18,No,
2016-10-05,0.265,#2F6C8EFF,3,,Ben Broadbent,Uncertain times,0.034,0.2,0.3,FALSE,Hold,0.61,0.032,1,The key judgement for the MPC was that this uncertainty would itself weigh on demand and investment spending in particular.,0.2,"The speech acknowledges uncertainty and highlights the cushioning effect of the exchange rate depreciation on economic activity. While noting that some aspects like investment might be affected, it doesn't suggest immediate further easing, hence a 'Hold' prediction.",2016-10-05,No,
2015-11-18,0.48,#2F6C8EFF,3,,Ben Broadbent,The MPC's forecasts and the yield curve: predictions versus promises,0.063,0.3,0.5,FALSE,Hold,0.675,0.042,1,"I will therefore conclude with something of an apology. For those in the audience wanting me to give a direct and unequivocal promise as to when Bank Rate will change, you will, I’m afraid, be disappointed.",0.2,"The speech emphasizes the complexity of interpreting MPC forecasts and the conditional nature of policy decisions. The balanced approach discussed in managing inflation without an explicit expectation of rate changes suggests a neutral stance, leading to a prediction of holding rates.",2015-11-18,No,
2015-09-23,0.425,#2F6C8EFF,3,,Ben Broadbent,Compositional shifts in the labour market,0.098,0.3,0.5,FALSE,Hold,0.655,0.05,1,While not the only factor – narrowing slack in the labour market has probably been more important – this helps to explain why growth of average wages was weak in those two years and has since picked up a bit.,0.4,"The speech primarily focuses on the compositional shifts in the labor market and their effects on wage growth and productivity, without making explicit calls for changes in interest rates. While acknowledging shifts in employment patterns, the speaker does not indicate pressing inflation concerns or economic overheating, suggesting a neutral stance which aligns with the prediction to hold interest rates.",2015-09-23,No,
2015-03-27,0.355,#2F6C8EFF,3,,Ben Broadbent,The economics of deflation,0.101,0.25,0.5,FALSE,Hold,0.7,0.047,1,"My own view, however, is that the likelihood of a broad and protracted deflation, afflicting wages as well as prices, is pretty low.",0.2,"The speech discusses the current deflation as 'good' due to a drop in commodity prices and emphasizes that risks of a broader deflation are relatively low. It suggests some caution but reassures that the central situation is manageable, indicating a somewhat dovish stance and a likely hold on rates with some probability of a rate cut.",2015-03-27,No,
2014-10-23,0.39,#2F6C8EFF,3,,Ben Broadbent,"Monetary policy, asset prices and distribution",0.12,0.3,0.6,FALSE,Hold,0.66,0.057,1,An official interest rate that might once have been considered inflationary is now contractionary; failing to adapt to these changes sufficiently quickly would have depressed output and pushed inflation below target.,0.5,"The speech emphasizes the long-term decline in the natural rate of interest and suggests that the central bank's response has appropriately adapted to this change, indicating a somewhat dovish stance focused on avoiding contractionary policy. Given the acknowledgment of secular factors driving low rates, the likelihood is for policy to hold, rather than cut or raise rates significantly.",2014-10-23,No,
2014-08-23,0.44,#2F6C8EFF,3,,Ben Broadbent,Unemployment and the conduct of monetary policy in the UK,0.135,0.3,0.7,FALSE,Hold,0.667,0.071,0.9,"Credibility depends on the attachment to the ultimate objectives – primarily the inflation target, in the case of the UK – not to any particular feedback rule.",0.3,"The speech takes a balanced view of past and present monetary policy, emphasizing the importance of maintaining inflation targets while acknowledging supply uncertainties. This suggests a neutral stance, likely leading to a hold in rates at the next meeting.",2014-08-23,No,
2014-07-29,0.455,#2F6C8EFF,3,,Ben Broadbent,The UK Current Account,0.096,0.25,0.5,FALSE,Hold,0.67,0.054,1,"The widening of the current account deficit is not, in fact, the result of a worsening trade performance.",0.2,"The speech is focused on discussing the implications of the UK's current account deficit but stops short of making direct recommendations for immediate changes in monetary policy. The emphasis is placed on structural and macroeconomic factors, suggesting a balanced view that would more likely support holding the rate steady.",2014-07-29,No,
2014-02-26,0.48,#2F6C8EFF,3,,Ben Broadbent,The UK economy and the world economy,0.063,0.3,0.5,FALSE,Hold,0.66,0.046,1,"On balance, however, we are surely likely to benefit from our exposure to the world.",0.2,"While the speech highlights the interconnectedness of global economies and mentions potential influences on the UK, it does not signal an immediate shift in monetary policy stance. The speech focuses on medium- to long-term trends and the complexities of global influences without clearly indicating a need for policy change.",2014-02-26,No,
2013-09-23,0.395,#2F6C8EFF,3,,Ben Broadbent,Conditional guidance as a response to supply uncertainty,0.138,0.25,0.6,FALSE,Hold,0.69,0.057,1,What we have pledged to do – and the clue is in the word 'conditional' – is to examine the case for a withdrawal of monetary stimulus only after a significant fall in unemployment.,0.2,"The speech reflects a cautious approach amid supply uncertainty. It highlights the conditionality of monetary policy on unemployment rates as a measure of economic slack, suggesting readiness to adjust policy based on labor market developments. The emphasis on conditional guidance supports holding the current interest rate until clearer macroeconomic signals are evident.",2013-09-23,No,
2013-05-01,0.475,#2F6C8EFF,3,,Ben Broadbent,Forecast errors,0.079,0.25,0.5,FALSE,Hold,0.64,0.052,1,"Central banks cannot avoid making judgements about future risks, in some form or other, because monetary policy only works with a lag.",0.3,The speech discusses the inherent unpredictability and uncertainty of economic forecasting rather than advocating for a change in monetary policy. It emphasizes a learning attitude towards forecast errors and does not suggest specific policy adjustments.,2013-05-01,No,
2012-10-29,0.44,#2F6C8EFF,3,,Ben Broadbent,Deconstruction,0.097,0.3,0.5,FALSE,Hold,0.66,0.052,1,The prospects for the construction sector look less unfavourable than they have been for a while.,0.7,"The speech acknowledges the challenges faced by the construction sector and the economy but does not strongly advocate for immediate monetary easing. While it considers some potential improvements, uncertainty about the future keeps the speaker from committing to any drastic policy changes, suggesting a probability of holding interest rates steady.",2012-10-29,No,
2012-09-12,0.46,#2F6C8EFF,3,,Ben Broadbent,Productivity and the allocation of resources,0.084,0.3,0.5,FALSE,Hold,0.62,0.042,1,"It's not at all easy, therefore, to say how productivity will evolve over the MPC’s forecast horizon.",0.3,"The speech discusses the uncertain economic situation with mixed signals about productivity and inflation. It does not commit to a clear hawkish or dovish stance, suggesting a balance of factors with no imminent indication to change rates.",2012-09-12,No,
2012-05-28,0.355,#2F6C8EFF,3,,Ben Broadbent,Costly capital and the risk of rare disasters,0.101,0.25,0.5,FALSE,Hold,0.635,0.047,1,"But the truth is that, although there are still signs of tight credit, finance looks expensive even for firms that can bypass the banks.",0.1,"The speech suggests concern about downside risks and implies that monetary policy has limits, indicating a somewhat dovish stance. While there is acknowledgment of potential economic weakening, it doesn't strongly point towards further rate cuts, suggesting a likelihood to hold rates at the next meeting.",2012-05-28,No,
2012-03-15,0.405,#2F6C8EFF,3,,Ben Broadbent,Deleveraging,0.126,0.25,0.6,FALSE,Hold,0.65,0.053,1,"Even if it’s hard to imagine now, there will come a point when monetary policy has to be normalised, and having some forewarning of when that’s necessary is clearly crucial.",0.6,"The speech acknowledges the need for future normalization of monetary policy and downplays the notion that deleveraging needs to reach historical norms before withdrawing stimulus. However, it does not advocate for an immediate tightening of policy, thus suggesting a balance between maintaining current accommodations while being prepared for eventual tightening.",2012-03-15,No,
2011-09-26,0.305,#2F6C8EFF,3,,Ben Broadbent,Rebalancing and the real exchange rate,0.08,0.2,0.5,FALSE,Hold,0.655,0.05,1,"Sticking rigidly to the inflation target would have meant a much larger rise in unemployment, and the remit of the UK MPC, like that of other inflation targeters, rightly avoids that prescription.",0.3,"The speech acknowledges above-target inflation but emphasizes the importance of avoiding unemployment and supporting economic rebalancing. It suggests flexibility in the inflation target and does not advocate immediate rate changes, indicating a somewhat dovish stance with a probable inclination towards holding rates steady.",2011-09-26,No,
2023-11-28,0.92,#2A768EFF,3,,Jonathan Haskel,UK inflation since the pandemic: How did we get here and where are we going?,0.092,0.7,1,FALSE,Raise,0.86,0.039,1,This will need higher rates for longer to get inflation sustainably to target. This is why I have been voting for higher rates at recent meetings.,0.5,"The speaker emphasizes the need for 'higher rates for longer' due to persistent inflationary pressures from a tight labor market, suggesting a strong inclination towards raising interest rates to control inflation.",2023-11-28,No,
2023-11-03,0.73,#2A768EFF,3,,Jonathan Haskel,Implications of current wage inflation,0.063,0.7,0.9,FALSE,Raise,0.756,0.046,0.9,"With an impaired labour market, interest rates would have to remain higher for longer than would otherwise be the case.",0.9,"The speech highlights high wage growth and its impacts on inflation, as well as potential structural changes in the labor market. The speaker suggests that these conditions justify a higher interest rate environment, leaning towards a somewhat hawkish stance.",2023-11-03,No,
2023-05-25,0.875,#2A768EFF,3,,Jonathan Haskel,"What’s driving inflation: wages, profits, or energy prices?",0.118,0.7,1,FALSE,Raise,0.855,0.037,1,Further increases in Bank rate cannot be ruled out.,0.6,"The speaker expresses a strong preference for addressing inflation risks by potentially increasing the Bank rate, indicating a commitment to prevent inflation from becoming embedded. This suggests a hawkish stance, emphasizing the need for potential rate hikes.",2023-05-25,No,
2022-11-11,0.985,#2A768EFF,3,,Jonathan Haskel,Recent UK monetary policy in a changing economy,0.034,0.9,1,FALSE,Raise,0.905,0.016,1,I therefore voted to raise rates significantly now to lean against this upside risk to projected inflation.,0.5,"Jonathan Haskel emphasizes the risks of persistent inflation and votes for a 75 basis point increase in interest rates, reflecting a strong hawkish stance. He further highlights the tight labor market and supply-side stresses, indicating a priority on combating inflation, suggesting a likely vote to raise rates in the future.",2022-11-11,No,
2022-10-06,0.55,#2A768EFF,3,,Jonathan Haskel,Current monetary policy – opening remarks by Jonathan Haskel,0.085,0.5,0.7,FALSE,Hold,0.686,0.038,0.7,The MPC has the tools and resolve to return inflation to target in the medium term.,0.4,"The speech highlights the importance of institutions and concludes with a focus on medium- and long-term targets for inflation stability. No immediate need to change rates is suggested, but acknowledgment of financial market changes impacts the monetary policy focus on medium to long term.",2022-10-06,No,
2021-11-23,0.77,#2A768EFF,3,,Jonathan Haskel,Inflation now and then,0.109,0.7,1,FALSE,Raise,0.775,0.054,1,"In my view, if the labour market stays tight, Bank Rate will have to rise.",1,"The speech suggests vigilance in response to tight labor market conditions and acknowledges the need for a prospective rise in Bank Rate from its emergency level, indicating a somewhat hawkish stance towards inflation management and future rate hikes.",2021-11-23,No,
2021-07-19,0.275,#2A768EFF,3,,Jonathan Haskel,Will the pandemic “scar” the economy?,0.035,0.2,0.3,FALSE,Hold,0.7,0.024,1,"For the foreseeable future, in my view, tight policy isn’t the right policy.",1,"The speech emphasizes the ongoing uncertainties and risks associated with the pandemic, mentioning the importance of accommodating policy to support recovery and counterbalance temporary inflation rises. This suggests a somewhat dovish stance, leaning towards holding rates to sustain growth.",2021-07-19,No,
2021-03-05,0.235,#2A768EFF,3,,Jonathan Haskel,Remarks on challenges to the economic outlook,0.067,0.1,0.35,FALSE,Hold,0.67,0.048,1,I remain open to the possibility that the economy might need further support to return inflation to the target sustainably.,0.7,"The speech acknowledges the risks of scarring and downside risks to the economy, with a readiness to provide further support if needed, indicating a dovish stance. However, the acknowledgment of potential temporary excess demand in 2022 and a reluctance to immediately lower rates suggests a 'hold' decision, rather than an outright cut.",2021-03-05,No,
2020-07-23,0.29,#2A768EFF,3,,Jonathan Haskel,From lockdown to recovery - the economic effects of Covid-19,0.088,0.2,0.5,FALSE,Hold,0.63,0.048,1,It seems likely that such demand weakness will therefore drag on the economy and hold back the recovery.,0.9,"The speech highlights significant demand-side challenges and uncertainty regarding economic recovery due to COVID-19, demonstrating a cautious approach. Despite the challenges, the context does not strongly suggest immediate rate cuts given the existing low policy rate, suggesting a 'Hold' decision with moderate certainty.",2020-07-23,No,
2020-07-01,0.255,#2A768EFF,3,,Jonathan Haskel,Remarks by Jonathan Haskel on Covid-19 and monetary policy,0.044,0.2,0.3,FALSE,Hold,0.67,0.048,1,"In conclusion, I believe the current stance of monetary policy is appropriate but, on balance, risks are to the downside.",0.9,"The speech highlights concerns about downside risks to the economy, the large economic shock from the pandemic, and the need for accommodative policies such as QE to support recovery. Although there is some hope for recovery, uncertainty remains high, especially regarding unemployment and inflation. This suggests a dovish stance but also a preference for holding rather than further cuts given the current very low policy rate.",2020-07-01,No,
2020-02-11,0.335,#2A768EFF,3,,Jonathan Haskel,Monetary policy in the intangible economy,0.145,0.1,0.65,FALSE,Hold,0.625,0.038,0.8,"This much-discussed low interest rate environment we find ourselves in, reinforced by the trend towards intangible assets that I have discussed today, in part informs my recent votes on the MPC, where limited conventional monetary policy space means I continue to prefer to move now in order to ensure we achieve a sustainable return of inflation to target.",0.6,"The speech focuses on the challenges of intangible investments leading to increased financial constraints and reduced effectiveness of monetary policy transmission. The speaker suggests that the structural changes in the economy justify maintaining current policy rates to ensure inflation targets are met, indicative of a more dovish stance.",2020-02-11,No,
2019-12-20,0.1,#2A768EFF,3,,Jonathan Haskel,An end-of-year retrospective on the UK outlook and monetary policy,0.047,0,0.2,FALSE,Cut,0.895,0.016,1,I voted to cut Bank rate at the November and December meetings of the MPC and I therefore wanted to set out my reasons for doing so.,0.4,"The speech strongly indicates the speaker's dovish stance, highlighting concerns about economic weakness, low inflation, and Brexit uncertainties. The emphasis on risk management further supports a preference for lower rates. The speaker also explicitly mentions voting for cuts in recent meetings, suggesting a continued stance towards rate cuts.",2019-12-20,No,
2019-03-11,0.29,#2A768EFF,3,,Jonathan Haskel,Will UK investment bounce back?,0.032,0.2,0.3,FALSE,Hold,0.615,0.034,1,"Currently, it looks like uncertainty is holding investment back. If that continues, then there is a downside risk to the forecast.",0.4,"The speech highlights the impact of Brexit uncertainty on business investment and suggests a cautious outlook. While it acknowledges potential downside risks, it does not strongly advocate for immediate monetary policy changes, suggesting a 'Hold' on the interest rate decision.",2019-03-11,No,
2023-06-29,0.31,#26818EFF,3,,Silvana Tenreyro,Monetary policy in the face of large shocks,0.074,0.2,0.5,FALSE,Hold,0.735,0.047,1,My vote to leave Bank Rate unchanged at my final policy meeting rested on what the latest data implied about the medium term.,0.4,"The speech emphasizes a cautious approach, reflecting on the importance of waiting to see the full effects of previous rate increases. While acknowledging recent inflation and wage growth, the focus remains on a medium-term perspective and the expectation that current tightening will suffice. This suggests a preference for holding rates rather than further tightening in the immediate future.",2023-06-29,No,
2023-04-04,0.23,#26818EFF,3,,Silvana Tenreyro,Quantitative easing and quantitative tightening,0.079,0.1,0.3,FALSE,Hold,0.715,0.058,1,"Given that outlook, I have voted for no change in Bank Rate in recent months, rather than further tightening.",0.7,"The speaker, Professor Silvana Tenreyro, expresses skepticism about the impact of QE on long-term rates and inflation, and highlights external shocks as the primary causes of current high inflation, suggesting a preference for not tightening monetary policy further. Her mention of voting for no change in Bank Rate supports the expectation that she would likely vote to hold rates.",2023-04-04,No,
2022-11-11,0.39,#26818EFF,3,,Silvana Tenreyro,The path to 2 per cent,0.152,0.3,0.7,FALSE,Hold,0.68,0.042,1,Too high a path for Bank Rate therefore risks oversteering inflation below target in the medium term.,0.4,"The speaker emphasizes the need to raise rates cautiously, highlighting the risk of overshooting and pushing inflation below target. While acknowledging significant tightening has occurred, the recommendation to raise rates by a smaller increment at the November meeting suggests a somewhat hawkish stance with cautious optimism on future rate adjustments.",2022-11-11,No,
2022-02-23,0.295,#26818EFF,3,,Silvana Tenreyro,The economy and policy trade-offs,0.08,0.2,0.5,FALSE,Hold,0.67,0.048,1,"A (significant) monetary tightening to bring down inflation quickly, would come at the cost of far greater output volatility.",0.3,"The speech highlights the importance of managing trade-offs between inflation and output volatility, suggesting caution against aggressive monetary tightening despite high inflation. The focus on balancing objectives and accepting some inflation volatility implies a cautious stance, suggesting a preference to maintain the current policy rate.",2022-02-23,No,
2021-10-25,0.42,#26818EFF,3,,Silvana Tenreyro,"International trade, global supply chains and monetary policy",0.103,0.3,0.5,FALSE,Hold,0.67,0.042,1,My policy votes will aim to strike a balance between these different effects and risks while bringing inflation back to target sustainably.,0.5,"The speech highlights uncertainties in supply chain disruptions and temporary inflationary pressures but suggests these are temporary and not fully manageable via monetary policy. Given the balance of risks and the current economic outlook, Silvana Tenreyro seems inclined toward maintaining the current policy rate.",2021-10-25,No,
2021-03-26,0.39,#26818EFF,3,,Silvana Tenreyro,Response to the Covid-19 pandemic: UK and US experiences - Speech by Silvana Tenreyro,0.145,0.2,0.6,FALSE,Hold,0.665,0.047,1,Since Covid took hold a year ago UK monetary policy has largely played a supporting role in mitigating the economic effects of the pandemic.,0.6,"The speech emphasizes the importance of fiscal policy and suggests monetary policy has been supporting rather than leading. The tone suggests some concern about economic recovery and scarring, but no immediate call for policy tightening, making a 'Hold' more probable.",2021-03-26,No,
2021-01-11,0.285,#26818EFF,3,,Silvana Tenreyro,Let’s talk about negative interest rates,0.034,0.2,0.3,FALSE,Cut,0.66,0.042,0.5,"Once the Bank is satisfied that negative rates are feasible, then the MPC would face a separate decision over whether they are the optimal tool to use to meet the inflation target given circumstances at the time.",0.3,"The speech discusses the potential for using negative interest rates, which suggests a dovish tone, as it implies a readiness to deploy further monetary easing. The speaker highlights the effectiveness of negative rates in other countries and the importance of having them in the policy toolkit, indicating an openness to cutting rates if needed.",2021-01-11,No,
2020-07-15,0.13,#26818EFF,3,,Silvana Tenreyro,Covid-19 and the economy: what are the lessons so far?,0.067,0,0.2,FALSE,Hold,0.717,0.035,0.9,"To counteract those pressures and bring inflation back up towards our 2 per cent target, I voted to loosen monetary policy by expanding the stock of asset purchases by £100 billion.",0.8,"The speaker expresses concern about disinflationary pressures and the need to support the economy by loosening monetary policy. This dovish stance is reflected in the expansion of asset purchases, suggesting a bias towards further easing if necessary. However, given the recent action, the probability leans towards holding rates steady rather than immediate further cuts.",2020-07-15,No,
2020-04-16,0.15,#26818EFF,3,,Silvana Tenreyro,"Monetary policy during pandemics: inflation before, during and after Covid-19",0.071,0,0.2,FALSE,Hold,0.7,0,1,"The MPC’s policy actions have involved reducing Bank Rate from 0.75% to 0.1%, introducing a Term Funding scheme with additional incentives for Small and Medium-sized Enterprises (TFSME) and increasing the size of our asset purchase programme, or quantitative easing, by £200 billion.",0.4,"The speech emphasizes the temporary nature of the economic shock, the importance of preventing long-term scarring, and outlines the MPC's actions, including a significant rate cut. This, along with discussions on supporting the economy during the Covid-19 pandemic, suggests a dovish tone aimed at maintaining economic stability rather than tightening policy.",2020-04-16,No,
2019-07-10,0.43,#26818EFF,3,,Silvana Tenreyro,Understanding inflation: expectations and reality,0.116,0.3,0.6,FALSE,Hold,0.66,0.052,1,"As for the timing of any tightening; with inflation currently at 2% and likely to fall temporarily below target in the coming months, I did not feel compelled to vote for a policy change at our June meeting.",0.7,"The speech suggests that while the current economic uncertainties exist, particularly due to Brexit, the labor market remains strong and inflation expectations appear stable, warranting a watchful stance with potential for future tightening.",2019-07-10,No,
2019-03-07,0.33,#26818EFF,3,,Silvana Tenreyro,The elusive supply potential: monetary policy in times of uncertainty,0.092,0.25,0.5,FALSE,Hold,0.65,0.047,1,"The recent softening in measures of underlying price inflation suggests to me that supply has been growing broadly in line with demand, and that we may still have some excess supply remaining.",0.6,"The speech emphasizes uncertainty in supply potential, the importance of inflation data, and maintaining balance between supply and demand. Given the context of Brexit uncertainty and the recent inflation trends, the speaker seems inclined towards maintaining the current policy stance until more clarity emerges, hence a neutral view with a leaning towards holding rates.",2019-03-07,No,
2018-06-04,0.59,#26818EFF,3,,Silvana Tenreyro,Models in macroeconomics,0.088,0.5,0.7,FALSE,Hold,0.672,0.057,0.9,"I judge that conditional on the outlook I have just described, a gradual tightening in monetary policy will be necessary over the next three years to return inflation to target and keep demand growing broadly in line with supply.",0.2,"Tenreyro suggests a gradual tightening over the next three years but emphasizes waiting for more data before acting immediately, indicating a slight bias towards rate hikes but with a current preference to hold rates. The mention of expecting higher inflationary pressures contributes to the somewhat hawkish label.",2018-06-04,No,
2022-07-18,0.885,#228B8DFF,3,,Michael Saunders,"Some reflections on Monetary Policy past, present and future",0.063,0.75,1,FALSE,Raise,0.85,0.033,1,"With excess demand and low potential growth, some further monetary tightening remains likely in coming months in my view, to ensure that inflation returns to the 2% target on a sustained basis.",0.5,"The speech emphasizes the risks of inflation expectations becoming more embedded, suggesting that further tightening is needed to curb inflation. Saunders anticipates a persistent period of excess demand which supports a hawkish stance.",2022-07-18,No,
2022-05-09,0.895,#228B8DFF,3,,Michael Saunders,The route back to 2% inflation,0.016,0.85,0.9,FALSE,Raise,0.86,0.021,1,"At our most recent policy meeting, most MPC members (including myself) judged that, based on our updated assessment of the economic outlook, some degree of further tightening in monetary policy may still be appropriate in the coming months.",0.2,"The speech highlights significant concerns about domestic inflation pressures and the potential for inflation expectations to become unanchored. The speaker advocates for further monetary policy tightening to address these inflation risks, suggesting a hawkish stance and likelihood of voting to raise rates.",2022-05-09,No,
2022-03-01,0.92,#228B8DFF,3,,Michael Saunders,The UK economic outlook and monetary policy,0.063,0.8,1,FALSE,Raise,0.865,0.041,1,I expect that we will need some further monetary tightening in the coming months to return inflation to target.,0.3,"The speech indicates a concern about strong and persistent inflationary pressures and a need for further monetary tightening. It shows a preference for moving towards a more neutral policy stance promptly to prevent inflation expectations from becoming entrenched, suggesting an inclination towards raising rates.",2022-03-01,No,
2021-12-03,0.86,#228B8DFF,3,,Michael Saunders,The outlook for inflation and monetary policy,0.066,0.7,0.9,FALSE,Raise,0.83,0.042,1,"If the economy develops as I expect, then some additional tightening, on top of such a move, probably will be needed fairly soon.",0.4,"The speaker emphasizes the need for further tightening due to persistent excess demand and above-target inflation, indicating a hawkish stance likely leading to a rate increase. However, he remains cautious about potential economic effects of the Omicron variant.",2021-12-03,No,
2021-07-15,0.74,#228B8DFF,3,,Michael Saunders,The inflation outlook,0.061,0.7,0.9,FALSE,Raise,0.807,0.035,0.7,"In my view, if activity and inflation indicators remain in line with recent trends... it may become appropriate fairly soon to withdraw some of the current monetary stimulus.",0.2,"The speech emphasizes stronger-than-expected economic recovery and rising inflationary pressures, suggesting the possibility of withdrawing monetary stimulus sooner rather than later. This reflects a hawkish stance as it hints at tightening monetary policy.",2021-07-15,No,
2021-03-26,0.3,#228B8DFF,3,,Michael Saunders,Supply and demand during and after the pandemic,0,0.3,0.3,FALSE,Hold,0.615,0.034,1,The Committee does not intend to tighten monetary policy at least until there is clear evidence that significant progress is being made in eliminating spare capacity and achieving the 2% inflation target sustainably.,0.2,"The speech highlights the speaker's perspective that the adverse effects of the pandemic on potential output are likely smaller and fading quicker than anticipated, influencing a more dovish stance. There is a focus on the risks of overstating economic constraints, suggesting a cautious approach to tightening. Given the uncertainties, a 'Hold' decision is predicted, with a moderate probability due to the expressed concerns about temporary factors affecting potential output and inflation.",2021-03-26,No,
2020-12-04,0.25,#228B8DFF,3,,Michael Saunders,Some monetary policy options – if more support is needed,0.062,0.1,0.3,FALSE,Cut,0.721,0.039,0.7,"If those downside risks develop, risk management considerations argue for a relatively prompt monetary policy response in my view.",0.9,"The speech outlines concerns about downside risks, high unemployment, and low inflation, discussing the potential need for further monetary easing and suggesting a cut in Bank Rate as a viable option. The overall tone and focus on risk management and additional support indicate a somewhat dovish stance.",2020-12-04,No,
2020-09-04,0.225,#228B8DFF,3,,Michael Saunders,The economy and Covid-19: looking back and looking forward,0.079,0.1,0.3,FALSE,Hold,0.617,0.041,0.6,I consider it quite likely that additional monetary easing will be appropriate in order to achieve a sustained return of inflation to the 2% target.,0.6,"The speech emphasizes concerns about downside risks to the economy, a slower recovery, and the likelihood of requiring further monetary easing. However, the speaker stops short of explicitly calling for immediate rate cuts, aligning more closely with a bias for holding rates while remaining open to easing if conditions worsen.",2020-09-04,No,
2020-05-28,0.09,#228B8DFF,3,,Michael Saunders,Covid-19 and monetary policy,0.057,0,0.2,FALSE,Cut,0.83,0.048,1,"It is safer to err on the side of easing somewhat too much, and then if necessary tighten as capacity pressures eventually build, rather than ease too little and find the economy gets stuck in a low inflation rut with increased hysteresis costs.",0.5,"The speech indicates a strong inclination towards further monetary easing, with emphasis on downside risks, the potential for a slow recovery, and a preference for proactive easing measures to avoid long-term economic scarring. These suggest a dovish stance, hence the prediction towards cutting rates.",2020-05-28,No,
2020-01-15,0.1,#228B8DFF,3,,Michael Saunders,Risk management in a sluggish economy,0.047,0,0.2,FALSE,Cut,0.865,0.041,1,"Against this backdrop, it probably will be appropriate to maintain an expansionary monetary policy stance and possibly to cut rates further.",0.3,"The speaker emphasizes a need for an expansionary monetary policy due to the sluggish economy and rising output gap, suggesting that it may be necessary to cut interest rates further to mitigate disinflationary risks and strengthen economic activity.",2020-01-15,No,
2019-09-27,0.215,#228B8DFF,3,,Michael Saunders,Shifting balance of risks,0.053,0.1,0.3,FALSE,Cut,0.7,0.029,0.7,"In such a scenario – not a no-deal Brexit, but persistently high uncertainty – it probably will be appropriate to maintain an expansionary monetary policy stance and perhaps to loosen further.",0.9,"The speaker highlights a persistently high level of uncertainty due to Brexit, suggesting the maintenance or even loosening of an expansionary monetary policy stance. Given the context of an already low policy rate of 0.75%, his view leans towards a dovish outlook on monetary policy.",2019-09-27,No,
2019-06-10,0.735,#228B8DFF,3,,Michael Saunders,The economic outlook,0.067,0.7,0.9,FALSE,Raise,0.745,0.055,1,"In this case, Bank Rate will probably need to rise further over the forecast period than implied by the market path used in the May Inflation Report to keep inflation on target over time.",0.3,"The speech indicates that the output gap is closed and there is likely to be excess demand, raising inflation risks. Michael Saunders suggests that further monetary tightening is likely necessary to keep inflation in line with targets, thus leaning towards a somewhat hawkish stance with a propensity to raise rates.",2019-06-10,No,
